	company.value	companyLabel.xml:lang	companyLabel.value	numEmployees.value	point.value
0	http://www.wikidata.org/entity/Q2283	en	Microsoft	140768	2018-06-30T00:00:00Z
1	http://www.wikidata.org/entity/Q2283	en	Microsoft	114000	2016-06-30T00:00:00Z
2	http://www.wikidata.org/entity/Q2283	en	Microsoft	181000	2021-06-30T00:00:00Z
3	http://www.wikidata.org/entity/Q2283	en	Microsoft	221000	2022-01-01T00:00:00Z
4	http://www.wikidata.org/entity/Q2283	en	Microsoft	144000	2019-06-30T00:00:00Z
5	http://www.wikidata.org/entity/Q2283	en	Microsoft	163000	2020-06-30T00:00:00Z
6	http://www.wikidata.org/entity/Q2283	en	Microsoft	131300	2018-01-01T00:00:00Z
7	http://www.wikidata.org/entity/Q2283	en	Microsoft	118000	2015-06-30T00:00:00Z
8	http://www.wikidata.org/entity/Q2283	en	Microsoft	120849	2016-12-31T00:00:00Z
9	http://www.wikidata.org/entity/Q2283	en	Microsoft	124000	2017-06-30T00:00:00Z
10	http://www.wikidata.org/entity/Q66	en	Boeing	153000	2018-12-31T00:00:00Z
11	http://www.wikidata.org/entity/Q66	en	Boeing	165500	2014-12-31T00:00:00Z
12	http://www.wikidata.org/entity/Q66	en	Boeing	150500	2016-12-31T00:00:00Z
13	http://www.wikidata.org/entity/Q66	en	Boeing	161400	2015-12-31T00:00:00Z
14	http://www.wikidata.org/entity/Q66	en	Boeing	140800	2017-12-31T00:00:00Z
15	http://www.wikidata.org/entity/Q66	en	Boeing	158750	2016-05-01T00:00:00Z
16	http://www.wikidata.org/entity/Q1418	en	Nokia	103083	2018-01-01T00:00:00Z
17	http://www.wikidata.org/entity/Q1418	en	Nokia	102687	2016-01-01T00:00:00Z
18	http://www.wikidata.org/entity/Q1418	en	Nokia	58900	2013-01-01T00:00:00Z
19	http://www.wikidata.org/entity/Q312	en	Apple	154000	2021-01-01T00:00:00Z
20	http://www.wikidata.org/entity/Q312	en	Apple	123000	2017-09-30T00:00:00Z
21	http://www.wikidata.org/entity/Q312	en	Apple	115000	2015-07-01T00:00:00Z
22	http://www.wikidata.org/entity/Q312	en	Apple	116000	2016-09-30T00:00:00Z
23	http://www.wikidata.org/entity/Q312	en	Apple	147000	2020-09-26T00:00:00Z
24	http://www.wikidata.org/entity/Q312	en	Apple	164000	2022-01-01T00:00:00Z
25	http://www.wikidata.org/entity/Q312	en	Apple	132000	2018-01-01T00:00:00Z
26	http://www.wikidata.org/entity/Q3895	en	Adidas AG	60617	2016-12-31T00:00:00Z
27	http://www.wikidata.org/entity/Q2311	en	Airbus Group	133671	2018-12-31T00:00:00Z
28	http://www.wikidata.org/entity/Q2311	en	Airbus Group	126495	2021-12-31T00:00:00Z
29	http://www.wikidata.org/entity/Q2311	en	Airbus Group	127120	2022-03-31T00:00:00Z
30	http://www.wikidata.org/entity/Q2311	en	Airbus Group	133782	2016-12-31T00:00:00Z
31	http://www.wikidata.org/entity/Q2311	en	Airbus Group	129442	2017-12-31T00:00:00Z
32	http://www.wikidata.org/entity/Q2311	en	Airbus Group	134931	2019-12-31T00:00:00Z
33	http://www.wikidata.org/entity/Q2311	en	Airbus Group	133000	2013-01-01T00:00:00Z
34	http://www.wikidata.org/entity/Q1343	en	TogliattiAzot	5000	2014-01-01T00:00:00Z
35	http://www.wikidata.org/entity/Q2309	en	AvtoVAZ	32500	2022-01-01T00:00:00Z
36	http://www.wikidata.org/entity/Q248	en	Intel	107300	2014-01-01T00:00:00Z
37	http://www.wikidata.org/entity/Q248	en	Intel	121100	2021-01-01T00:00:00Z
38	http://www.wikidata.org/entity/Q248	en	Intel	110800	2019-01-01T00:00:00Z
39	http://www.wikidata.org/entity/Q248	en	Intel	110600	2020-01-01T00:00:00Z
40	http://www.wikidata.org/entity/Q248	en	Intel	106000	2016-12-31T00:00:00Z
41	http://www.wikidata.org/entity/Q3884	en	Amazon	566000	2017-01-01T00:00:00Z
42	http://www.wikidata.org/entity/Q3884	en	Amazon	230800	2015-12-01T00:00:00Z
43	http://www.wikidata.org/entity/Q3884	en	Amazon	1608000	2021-12-31T00:00:00Z
44	http://www.wikidata.org/entity/Q3884	en	Amazon	1298000	2020-01-01T00:00:00Z
45	http://www.wikidata.org/entity/Q3884	en	Amazon	154100	2014-01-01T00:00:00Z
46	http://www.wikidata.org/entity/Q3884	en	Amazon	675500	2018-12-31T00:00:00Z
47	http://www.wikidata.org/entity/Q3884	en	Amazon	798000	2019-01-01T00:00:00Z
48	http://www.wikidata.org/entity/Q3884	en	Amazon	341400	2016-12-31T00:00:00Z
49	http://www.wikidata.org/entity/Q95	en	Google	53861	2012-01-01T00:00:00Z
50	http://www.wikidata.org/entity/Q95	en	Google	47756	2013-01-01T00:00:00Z
51	http://www.wikidata.org/entity/Q95	en	Google	53600	2014-01-01T00:00:00Z
52	http://www.wikidata.org/entity/Q380	en	Meta Platforms	9199	2014-12-31T00:00:00Z
53	http://www.wikidata.org/entity/Q380	en	Meta Platforms	44942	2019-12-31T00:00:00Z
54	http://www.wikidata.org/entity/Q380	en	Meta Platforms	11996	2015-09-30T00:00:00Z
55	http://www.wikidata.org/entity/Q380	en	Meta Platforms	58604	2020-12-31T00:00:00Z
56	http://www.wikidata.org/entity/Q380	en	Meta Platforms	10082	2015-03-01T00:00:00Z
57	http://www.wikidata.org/entity/Q380	en	Meta Platforms	18770	2017-03-31T00:00:00Z
58	http://www.wikidata.org/entity/Q380	en	Meta Platforms	23165	2017-09-30T00:00:00Z
59	http://www.wikidata.org/entity/Q380	en	Meta Platforms	17048	2016-01-01T00:00:00Z
60	http://www.wikidata.org/entity/Q380	en	Meta Platforms	35587	2018-12-31T00:00:00Z
61	http://www.wikidata.org/entity/Q380	en	Meta Platforms	20658	2017-06-30T00:00:00Z
62	http://www.wikidata.org/entity/Q380	en	Meta Platforms	2431	2011-03-31T00:00:00Z
63	http://www.wikidata.org/entity/Q380	en	Meta Platforms	3539	2012-03-31T00:00:00Z
64	http://www.wikidata.org/entity/Q1418	en	Nokia	102761	2017-01-01T00:00:00Z
65	http://www.wikidata.org/entity/Q66	en	Boeing	171000	2023-12-31T00:00:00Z
66	http://www.wikidata.org/entity/Q3895	en	Adidas AG	59030	2023-12-31T00:00:00Z
67	http://www.wikidata.org/entity/Q3895	en	Adidas AG	46623	2012-12-31T00:00:00Z
68	http://www.wikidata.org/entity/Q3895	en	Adidas AG	56438	2018-12-31T00:00:00Z
69	http://www.wikidata.org/entity/Q3895	en	Adidas AG	41287	2010-12-31T00:00:00Z
70	http://www.wikidata.org/entity/Q3895	en	Adidas AG	48518	2013-12-31T00:00:00Z
71	http://www.wikidata.org/entity/Q3895	en	Adidas AG	61891	2020-12-31T00:00:00Z
72	http://www.wikidata.org/entity/Q3895	en	Adidas AG	56577	2017-12-31T00:00:00Z
73	http://www.wikidata.org/entity/Q3895	en	Adidas AG	57876	2016-12-31T00:00:00Z
74	http://www.wikidata.org/entity/Q3895	en	Adidas AG	53125	2014-12-31T00:00:00Z
75	http://www.wikidata.org/entity/Q3895	en	Adidas AG	15686	2003-12-31T00:00:00Z
76	http://www.wikidata.org/entity/Q3895	en	Adidas AG	39596	2009-12-31T00:00:00Z
77	http://www.wikidata.org/entity/Q3895	en	Adidas AG	62329	2021-12-31T00:00:00Z
78	http://www.wikidata.org/entity/Q2311	en	Airbus Group	102967	2001-12-31T00:00:00Z
79	http://www.wikidata.org/entity/Q2311	en	Airbus Group	103967	2002-12-31T00:00:00Z
80	http://www.wikidata.org/entity/Q2311	en	Airbus Group	140405	2012-12-31T00:00:00Z
81	http://www.wikidata.org/entity/Q2311	en	Airbus Group	134267	2022-12-31T00:00:00Z
82	http://www.wikidata.org/entity/Q2311	en	Airbus Group	131349	2020-12-31T00:00:00Z
83	http://www.wikidata.org/entity/Q2311	en	Airbus Group	88879	2000-12-31T00:00:00Z
84	http://www.wikidata.org/entity/Q2311	en	Airbus Group	144061	2013-12-31T00:00:00Z
85	http://www.wikidata.org/entity/Q2311	en	Airbus Group	147893	2023-12-31T00:00:00Z
86	http://www.wikidata.org/entity/Q2311	en	Airbus Group	133115	2011-12-31T00:00:00Z
87	http://www.wikidata.org/entity/Q2311	en	Airbus Group	116805	2006-12-31T00:00:00Z
88	http://www.wikidata.org/entity/Q2311	en	Airbus Group	109135	2003-12-31T00:00:00Z
89	http://www.wikidata.org/entity/Q2311	en	Airbus Group	138622	2014-12-31T00:00:00Z
90	http://www.wikidata.org/entity/Q2311	en	Airbus Group	116493	2007-12-31T00:00:00Z
91	http://www.wikidata.org/entity/Q2311	en	Airbus Group	110662	2004-12-31T00:00:00Z
92	http://www.wikidata.org/entity/Q2311	en	Airbus Group	121691	2010-12-31T00:00:00Z
93	http://www.wikidata.org/entity/Q2311	en	Airbus Group	113210	2005-12-31T00:00:00Z
94	http://www.wikidata.org/entity/Q2311	en	Airbus Group	118349	2008-12-31T00:00:00Z
95	http://www.wikidata.org/entity/Q2311	en	Airbus Group	119506	2009-12-31T00:00:00Z
96	http://www.wikidata.org/entity/Q2311	en	Airbus Group	136574	2015-12-31T00:00:00Z
97	http://www.wikidata.org/entity/Q95	en	Google	190234	2022-01-01T00:00:00Z
98	http://www.wikidata.org/entity/Q95	en	Google	182502	2023-01-01T00:00:00Z
99	http://www.wikidata.org/entity/Q8093	en	Nintendo	6717	2022-03-31T00:00:00Z
100	http://www.wikidata.org/entity/Q8093	en	Nintendo	6413	2020-09-30T00:00:00Z
101	http://www.wikidata.org/entity/Q9396	en	Deutsche Telekom	228596	2013-12-31T00:00:00Z
102	http://www.wikidata.org/entity/Q9396	en	Deutsche Telekom	234890	2008-01-01T00:00:00Z
103	http://www.wikidata.org/entity/Q9396	en	Deutsche Telekom	218341	2016-12-31T00:00:00Z
104	http://www.wikidata.org/entity/Q9396	en	Deutsche Telekom	226291	2020-12-31T00:00:00Z
105	http://www.wikidata.org/entity/Q5281	en	Yandex	7500	2015-01-01T00:00:00Z
106	http://www.wikidata.org/entity/Q5281	en	Yandex	11864	2020-12-31T00:00:00Z
107	http://www.wikidata.org/entity/Q5281	en	Yandex	8854	2018-01-01T00:00:00Z
108	http://www.wikidata.org/entity/Q5281	en	Yandex	6271	2016-01-01T00:00:00Z
109	http://www.wikidata.org/entity/Q9325	en	Lufthansa	129424	2017-12-31T00:00:00Z
110	http://www.wikidata.org/entity/Q9325	en	Lufthansa	138353	2019-12-31T00:00:00Z
111	http://www.wikidata.org/entity/Q9325	en	Lufthansa	35221	2019-12-31T00:00:00Z
112	http://www.wikidata.org/entity/Q7414	en	The Walt Disney Company	195000	2016-01-01T00:00:00Z
113	http://www.wikidata.org/entity/Q7414	en	The Walt Disney Company	187	1934-01-01T00:00:00Z
114	http://www.wikidata.org/entity/Q7414	en	The Walt Disney Company	201000	2018-01-01T00:00:00Z
115	http://www.wikidata.org/entity/Q7414	en	The Walt Disney Company	223000	2019-09-28T00:00:00Z
116	http://www.wikidata.org/entity/Q7414	en	The Walt Disney Company	1600	1940-01-01T00:00:00Z
117	http://www.wikidata.org/entity/Q7414	en	The Walt Disney Company	6	1928-01-01T00:00:00Z
118	http://www.wikidata.org/entity/Q7240	en	Lockheed Martin	110000	2020-01-01T00:00:00Z
119	http://www.wikidata.org/entity/Q7240	en	Lockheed Martin	112000	2014-01-01T00:00:00Z
120	http://www.wikidata.org/entity/Q7240	en	Lockheed Martin	126000	2015-01-01T00:00:00Z
121	http://www.wikidata.org/entity/Q7240	en	Lockheed Martin	115000	2013-01-01T00:00:00Z
122	http://www.wikidata.org/entity/Q7240	en	Lockheed Martin	97000	2016-01-01T00:00:00Z
123	http://www.wikidata.org/entity/Q7240	en	Lockheed Martin	114000	2020-12-31T00:00:00Z
124	http://www.wikidata.org/entity/Q7240	en	Lockheed Martin	105000	2018-01-01T00:00:00Z
125	http://www.wikidata.org/entity/Q7240	en	Lockheed Martin	100000	2017-01-01T00:00:00Z
126	http://www.wikidata.org/entity/Q9322	en	Deutsche Bahn	297202	2015-12-31T00:00:00Z
127	http://www.wikidata.org/entity/Q9322	en	Deutsche Bahn	306000	2016-01-01T00:00:00Z
128	http://www.wikidata.org/entity/Q9322	en	Deutsche Bahn	http://www.wikidata.org/.well-known/genid/19213a115d2a36e12b85fdf06299030f	2016-01-01T00:00:00Z
129	http://www.wikidata.org/entity/Q9322	en	Deutsche Bahn	315910	2018-01-01T00:00:00Z
130	http://www.wikidata.org/entity/Q6795	en	Dresden Porcelain	180	1980-01-01T00:00:00Z
131	http://www.wikidata.org/entity/Q6795	en	Dresden Porcelain	300	1914-01-01T00:00:00Z
132	http://www.wikidata.org/entity/Q6795	en	Dresden Porcelain	20	2010-01-01T00:00:00Z
133	http://www.wikidata.org/entity/Q8061	en	DNA	1427	2012-12-01T00:00:00Z
134	http://www.wikidata.org/entity/Q9401	en	BASF	115490	2017-12-31T00:00:00Z
135	http://www.wikidata.org/entity/Q9396	en	Deutsche Telekom	206759	2022-12-31T00:00:00Z
136	http://www.wikidata.org/entity/Q8093	en	Nintendo	7317	2023-03-31T00:00:00Z
137	http://www.wikidata.org/entity/Q5281	en	Yandex	25431	2023-01-01T00:00:00Z
138	http://www.wikidata.org/entity/Q3895	en	Adidas AG	12829	1999-12-31T00:00:00Z
139	http://www.wikidata.org/entity/Q3895	en	Adidas AG	54921	2015-12-31T00:00:00Z
140	http://www.wikidata.org/entity/Q3895	en	Adidas AG	38982	2008-12-31T00:00:00Z
141	http://www.wikidata.org/entity/Q3895	en	Adidas AG	17023	2004-12-31T00:00:00Z
142	http://www.wikidata.org/entity/Q3895	en	Adidas AG	46522	2011-12-31T00:00:00Z
143	http://www.wikidata.org/entity/Q3895	en	Adidas AG	26376	2006-12-31T00:00:00Z
144	http://www.wikidata.org/entity/Q3895	en	Adidas AG	15935	2005-12-31T00:00:00Z
145	http://www.wikidata.org/entity/Q3895	en	Adidas AG	14716	2002-12-31T00:00:00Z
146	http://www.wikidata.org/entity/Q3895	en	Adidas AG	59258	2022-12-31T00:00:00Z
147	http://www.wikidata.org/entity/Q3895	en	Adidas AG	13941	2001-12-31T00:00:00Z
148	http://www.wikidata.org/entity/Q3895	en	Adidas AG	13362	2000-12-31T00:00:00Z
149	http://www.wikidata.org/entity/Q3895	en	Adidas AG	31344	2007-12-31T00:00:00Z
150	http://www.wikidata.org/entity/Q3895	en	Adidas AG	61322	2019-12-31T00:00:00Z
151	http://www.wikidata.org/entity/Q9396	en	Deutsche Telekom	215675	2018-12-31T00:00:00Z
152	http://www.wikidata.org/entity/Q9396	en	Deutsche Telekom	258000	2009-12-31T00:00:00Z
153	http://www.wikidata.org/entity/Q9396	en	Deutsche Telekom	244000	2007-12-31T00:00:00Z
154	http://www.wikidata.org/entity/Q9396	en	Deutsche Telekom	248000	2006-12-31T00:00:00Z
155	http://www.wikidata.org/entity/Q9396	en	Deutsche Telekom	232342	2012-12-31T00:00:00Z
156	http://www.wikidata.org/entity/Q9396	en	Deutsche Telekom	217349	2017-12-31T00:00:00Z
157	http://www.wikidata.org/entity/Q9396	en	Deutsche Telekom	199652	2023-12-31T00:00:00Z
158	http://www.wikidata.org/entity/Q9396	en	Deutsche Telekom	216528	2021-12-31T00:00:00Z
159	http://www.wikidata.org/entity/Q9396	en	Deutsche Telekom	244000	2005-12-31T00:00:00Z
160	http://www.wikidata.org/entity/Q9396	en	Deutsche Telekom	210533	2019-12-31T00:00:00Z
161	http://www.wikidata.org/entity/Q9396	en	Deutsche Telekom	248000	2004-12-31T00:00:00Z
162	http://www.wikidata.org/entity/Q9396	en	Deutsche Telekom	227000	2000-12-31T00:00:00Z
163	http://www.wikidata.org/entity/Q9396	en	Deutsche Telekom	240369	2011-12-31T00:00:00Z
164	http://www.wikidata.org/entity/Q9396	en	Deutsche Telekom	257000	2001-12-31T00:00:00Z
165	http://www.wikidata.org/entity/Q9396	en	Deutsche Telekom	226332	2015-12-31T00:00:00Z
166	http://www.wikidata.org/entity/Q9396	en	Deutsche Telekom	251000	2003-12-31T00:00:00Z
167	http://www.wikidata.org/entity/Q9396	en	Deutsche Telekom	235000	2008-12-31T00:00:00Z
168	http://www.wikidata.org/entity/Q9396	en	Deutsche Telekom	252494	2010-12-31T00:00:00Z
169	http://www.wikidata.org/entity/Q9396	en	Deutsche Telekom	256000	2002-12-31T00:00:00Z
170	http://www.wikidata.org/entity/Q9396	en	Deutsche Telekom	228248	2014-12-31T00:00:00Z
171	http://www.wikidata.org/entity/Q9396	en	Deutsche Telekom	229704	2013-12-31T00:00:00Z
172	http://www.wikidata.org/entity/Q9325	en	Lufthansa	100779	2007-12-31T00:00:00Z
173	http://www.wikidata.org/entity/Q9325	en	Lufthansa	117066	2010-12-31T00:00:00Z
174	http://www.wikidata.org/entity/Q9325	en	Lufthansa	137784	2019-12-31T00:00:00Z
175	http://www.wikidata.org/entity/Q9325	en	Lufthansa	92303	2005-12-31T00:00:00Z
176	http://www.wikidata.org/entity/Q9325	en	Lufthansa	118368	2012-12-31T00:00:00Z
177	http://www.wikidata.org/entity/Q9325	en	Lufthansa	125207	2020-12-31T00:00:00Z
178	http://www.wikidata.org/entity/Q9325	en	Lufthansa	69523	2000-12-31T00:00:00Z
179	http://www.wikidata.org/entity/Q9325	en	Lufthansa	119559	2015-12-31T00:00:00Z
180	http://www.wikidata.org/entity/Q9325	en	Lufthansa	128856	2017-12-31T00:00:00Z
181	http://www.wikidata.org/entity/Q9325	en	Lufthansa	118973	2014-12-31T00:00:00Z
182	http://www.wikidata.org/entity/Q9325	en	Lufthansa	119084	2011-12-31T00:00:00Z
183	http://www.wikidata.org/entity/Q9325	en	Lufthansa	94135	2002-12-31T00:00:00Z
184	http://www.wikidata.org/entity/Q9325	en	Lufthansa	66207	1999-12-31T00:00:00Z
185	http://www.wikidata.org/entity/Q9325	en	Lufthansa	117521	2009-12-31T00:00:00Z
186	http://www.wikidata.org/entity/Q9325	en	Lufthansa	123287	2016-12-31T00:00:00Z
187	http://www.wikidata.org/entity/Q9325	en	Lufthansa	106889	2022-12-31T00:00:00Z
188	http://www.wikidata.org/entity/Q9325	en	Lufthansa	134330	2018-12-31T00:00:00Z
189	http://www.wikidata.org/entity/Q9325	en	Lufthansa	108123	2008-12-31T00:00:00Z
190	http://www.wikidata.org/entity/Q9325	en	Lufthansa	87975	2001-12-31T00:00:00Z
191	http://www.wikidata.org/entity/Q9325	en	Lufthansa	93541	2006-12-31T00:00:00Z
192	http://www.wikidata.org/entity/Q9325	en	Lufthansa	117343	2013-12-31T00:00:00Z
193	http://www.wikidata.org/entity/Q9325	en	Lufthansa	94798	2003-12-31T00:00:00Z
194	http://www.wikidata.org/entity/Q9325	en	Lufthansa	107643	2021-12-31T00:00:00Z
195	http://www.wikidata.org/entity/Q9325	en	Lufthansa	110264	2023-12-31T00:00:00Z
196	http://www.wikidata.org/entity/Q9325	en	Lufthansa	90673	2004-12-31T00:00:00Z
197	http://www.wikidata.org/entity/Q35476	en	AT&T	273000	2016-01-01T00:00:00Z
198	http://www.wikidata.org/entity/Q35476	en	AT&T	230000	2021-01-31T00:00:00Z
199	http://www.wikidata.org/entity/Q35476	en	AT&T	202600	2021-12-31T00:00:00Z
200	http://www.wikidata.org/entity/Q35962	en	Maserati S.p.A.	1100	2013-01-01T00:00:00Z
201	http://www.wikidata.org/entity/Q37156	en	IBM	352600	2019-01-01T00:00:00Z
202	http://www.wikidata.org/entity/Q37156	en	IBM	350600	2018-01-01T00:00:00Z
203	http://www.wikidata.org/entity/Q37156	en	IBM	380000	2016-01-01T00:00:00Z
204	http://www.wikidata.org/entity/Q37156	en	IBM	377757	2015-01-01T00:00:00Z
205	http://www.wikidata.org/entity/Q45557	en	FLSmidth	11000	2022-01-01T00:00:00Z
206	http://www.wikidata.org/entity/Q46730	en	Banca Monte dei Paschi di Siena	25781	2017-06-30T00:00:00Z
207	http://www.wikidata.org/entity/Q27893	en	ArcelorMittal	157909	2021-12-31T00:00:00Z
208	http://www.wikidata.org/entity/Q35594	en	Koenigsegg	400	2021-02-01T00:00:00Z
209	http://www.wikidata.org/entity/Q50912	en	AkzoNobel	35700	2017-01-01T00:00:00Z
210	http://www.wikidata.org/entity/Q51744	en	AutoNavi Holdings Limited	2000	2010-01-01T00:00:00Z
211	http://www.wikidata.org/entity/Q52618	en	Ericsson	104525	2011-01-01T00:00:00Z
212	http://www.wikidata.org/entity/Q29637	en	Škoda Auto	35437	2020-01-01T00:00:00Z
213	http://www.wikidata.org/entity/Q29637	en	Škoda Auto	33696	2018-12-31T00:00:00Z
214	http://www.wikidata.org/entity/Q29637	en	Škoda Auto	26153	2009-01-01T00:00:00Z
215	http://www.wikidata.org/entity/Q29637	en	Škoda Auto	26565	2011-01-01T00:00:00Z
216	http://www.wikidata.org/entity/Q29637	en	Škoda Auto	26695	2008-01-01T00:00:00Z
217	http://www.wikidata.org/entity/Q29637	en	Škoda Auto	31626	2017-12-31T00:00:00Z
218	http://www.wikidata.org/entity/Q29637	en	Škoda Auto	28373	2016-12-31T00:00:00Z
219	http://www.wikidata.org/entity/Q29637	en	Škoda Auto	34829	2019-01-01T00:00:00Z
220	http://www.wikidata.org/entity/Q29637	en	Škoda Auto	26404	2012-12-31T00:00:00Z
221	http://www.wikidata.org/entity/Q29637	en	Škoda Auto	25758	2013-12-31T00:00:00Z
222	http://www.wikidata.org/entity/Q29637	en	Škoda Auto	24631	2014-12-31T00:00:00Z
223	http://www.wikidata.org/entity/Q29637	en	Škoda Auto	24714	2010-01-01T00:00:00Z
224	http://www.wikidata.org/entity/Q29637	en	Škoda Auto	29141	2007-01-01T00:00:00Z
225	http://www.wikidata.org/entity/Q29637	en	Škoda Auto	25452	2015-12-31T00:00:00Z
226	http://www.wikidata.org/entity/Q35886	en	Automobili Lamborghini S.p.A.	1779	2020-12-31T00:00:00Z
227	http://www.wikidata.org/entity/Q38076	en	McDonald’s	200000	2020-12-31T00:00:00Z
228	http://www.wikidata.org/entity/Q38076	en	McDonald’s	210000	2018-12-31T00:00:00Z
229	http://www.wikidata.org/entity/Q38076	en	McDonald’s	420000	2015-12-31T00:00:00Z
230	http://www.wikidata.org/entity/Q38076	en	McDonald’s	375000	2016-01-01T00:00:00Z
231	http://www.wikidata.org/entity/Q45464	en	Tatra	1889	2017-01-01T00:00:00Z
232	http://www.wikidata.org/entity/Q45464	en	Tatra	845	2014-01-01T00:00:00Z
233	http://www.wikidata.org/entity/Q45464	en	Tatra	1659	2016-01-01T00:00:00Z
234	http://www.wikidata.org/entity/Q35339	en	WWE	1152	2018-01-01T00:00:00Z
235	http://www.wikidata.org/entity/Q35339	en	WWE	850	2017-01-01T00:00:00Z
236	http://www.wikidata.org/entity/Q48872	en	Eaton Corporation	92000	2022-12-01T00:00:00Z
237	http://www.wikidata.org/entity/Q52825	en	ABB Group	110000	2020-01-01T00:00:00Z
238	http://www.wikidata.org/entity/Q52825	en	ABB Group	147000	2019-08-18T00:00:00Z
239	http://www.wikidata.org/entity/Q52825	en	ABB Group	104400	2021-01-01T00:00:00Z
240	http://www.wikidata.org/entity/Q52825	en	ABB Group	146600	2018-01-01T00:00:00Z
241	http://www.wikidata.org/entity/Q30873	en	Dell Inc.	165000	2020-01-01T00:00:00Z
242	http://www.wikidata.org/entity/Q41187	en	Sony Group	114400	2019-01-01T00:00:00Z
243	http://www.wikidata.org/entity/Q41187	en	Sony Group	109700	2021-03-31T00:00:00Z
244	http://www.wikidata.org/entity/Q44294	en	Ford Motor Company	186000	2020-01-01T00:00:00Z
245	http://www.wikidata.org/entity/Q44294	en	Ford Motor Company	201000	2016-01-01T00:00:00Z
246	http://www.wikidata.org/entity/Q29803	en	Isuzu	8111	2017-03-01T00:00:00Z
247	http://www.wikidata.org/entity/Q29803	en	Isuzu	7908	2011-03-01T00:00:00Z
248	http://www.wikidata.org/entity/Q29803	en	Isuzu	7298	2005-03-01T00:00:00Z
249	http://www.wikidata.org/entity/Q29803	en	Isuzu	7837	2013-03-01T00:00:00Z
250	http://www.wikidata.org/entity/Q29803	en	Isuzu	7309	2004-03-01T00:00:00Z
251	http://www.wikidata.org/entity/Q29803	en	Isuzu	8104	2010-03-01T00:00:00Z
252	http://www.wikidata.org/entity/Q29803	en	Isuzu	7785	2008-03-01T00:00:00Z
253	http://www.wikidata.org/entity/Q29803	en	Isuzu	7571	2007-03-01T00:00:00Z
254	http://www.wikidata.org/entity/Q29803	en	Isuzu	7780	2015-03-01T00:00:00Z
255	http://www.wikidata.org/entity/Q29803	en	Isuzu	7928	2016-03-01T00:00:00Z
256	http://www.wikidata.org/entity/Q29803	en	Isuzu	7867	2012-03-01T00:00:00Z
257	http://www.wikidata.org/entity/Q29803	en	Isuzu	8127	2009-03-01T00:00:00Z
258	http://www.wikidata.org/entity/Q29803	en	Isuzu	7371	2006-03-01T00:00:00Z
259	http://www.wikidata.org/entity/Q29803	en	Isuzu	7769	2014-03-01T00:00:00Z
260	http://www.wikidata.org/entity/Q29803	en	Isuzu	7634	2003-03-01T00:00:00Z
261	http://www.wikidata.org/entity/Q37158	en	Starbucks	238000	2016-01-01T00:00:00Z
262	http://www.wikidata.org/entity/Q37158	en	Starbucks	383000	2021-10-03T00:00:00Z
263	http://www.wikidata.org/entity/Q37158	en	Starbucks	191000	2014-01-01T00:00:00Z
264	http://www.wikidata.org/entity/Q52618	en	Ericsson	101322	2021-01-01T00:00:00Z
265	http://www.wikidata.org/entity/Q44504	en	Inditex	161281	2023-01-01T00:00:00Z
266	http://www.wikidata.org/entity/Q45576	en	Novozymes	6781	2022-01-01T00:00:00Z
267	http://www.wikidata.org/entity/Q35896	en	Lancia	43076	2020-01-01T00:00:00Z
268	http://www.wikidata.org/entity/Q51756	en	China Airlines	11251	2021-01-01T00:00:00Z
269	http://www.wikidata.org/entity/Q51756	en	China Airlines	11390	2020-01-01T00:00:00Z
270	http://www.wikidata.org/entity/Q41187	en	Sony Group	113000	2023-01-01T00:00:00Z
271	http://www.wikidata.org/entity/Q152057	en	BP	73000	2019-01-01T00:00:00Z
272	http://www.wikidata.org/entity/Q152057	en	BP	70100	2019-01-01T00:00:00Z
273	http://www.wikidata.org/entity/Q136503	en	Mango	16000	2020-01-01T00:00:00Z
274	http://www.wikidata.org/entity/Q140676	en	rediff.com	316	2009-12-01T00:00:00Z
275	http://www.wikidata.org/entity/Q147505	en	Zappos	2300	http://www.wikidata.org/.well-known/genid/6fab6d2d3c3fdbbda8fec7a283ff63ca
276	http://www.wikidata.org/entity/Q136331	en	NOS	1909	2019-01-01T00:00:00Z
277	http://www.wikidata.org/entity/Q136542	en	Hochtief	55777	2018-01-01T00:00:00Z
278	http://www.wikidata.org/entity/Q136484	en	ZTE	69093	2014-01-01T00:00:00Z
279	http://www.wikidata.org/entity/Q145614	en	Magyar Posta	31843	2018-01-01T00:00:00Z
280	http://www.wikidata.org/entity/Q151954	en	Lidl	130782	2015-01-01T00:00:00Z
281	http://www.wikidata.org/entity/Q151954	en	Lidl	178741	2019-01-01T00:00:00Z
282	http://www.wikidata.org/entity/Q137023	en	Primark	78000	2019-01-01T00:00:00Z
283	http://www.wikidata.org/entity/Q138133	en	RWE	18246	2021-01-01T00:00:00Z
284	http://www.wikidata.org/entity/Q138133	en	RWE	19792	2019-01-01T00:00:00Z
285	http://www.wikidata.org/entity/Q143833	en	kaspi bank	3621	2006-01-01T00:00:00Z
286	http://www.wikidata.org/entity/Q138913	en	JYSK	30000	2022-01-01T00:00:00Z
287	http://www.wikidata.org/entity/Q152051	en	Bayer	99820	2017-12-31T00:00:00Z
288	http://www.wikidata.org/entity/Q152051	en	Bayer	103824	2019-12-31T00:00:00Z
289	http://www.wikidata.org/entity/Q137910	en	thyssenkrupp AG	167961	2012-01-01T00:00:00Z
