	ceoname.value	company.value	companyLabel.xml:lang	companyLabel.value	ceonameLabel.xml:lang	ceonameLabel.value	starttime.value
0	http://www.wikidata.org/entity/Q316013	http://www.wikidata.org/entity/Q8093	en	Nintendo	en	Satoru Iwata	2002-05-24T00:00:00Z
1	http://www.wikidata.org/entity/Q316013	http://www.wikidata.org/entity/Q8093	en	Nintendo	en	Satoru Iwata	2002-05-24T00:00:00Z
2	http://www.wikidata.org/entity/Q84587	http://www.wikidata.org/entity/Q27530	en	Mercedes-Benz Group	en	Edzard Reuter	1987-07-01T00:00:00Z
3	http://www.wikidata.org/entity/Q84587	http://www.wikidata.org/entity/Q27530	en	Mercedes-Benz Group	en	Edzard Reuter	1987-07-01T00:00:00Z
4	http://www.wikidata.org/entity/Q65445	http://www.wikidata.org/entity/Q27530	en	Mercedes-Benz Group	en	Dieter Zetsche	2006-01-01T00:00:00Z
5	http://www.wikidata.org/entity/Q65445	http://www.wikidata.org/entity/Q27530	en	Mercedes-Benz Group	en	Dieter Zetsche	2006-01-01T00:00:00Z
6	http://www.wikidata.org/entity/Q86582	http://www.wikidata.org/entity/Q27530	en	Mercedes-Benz Group	en	Jürgen E. Schrempp	1995-05-01T00:00:00Z
7	http://www.wikidata.org/entity/Q86582	http://www.wikidata.org/entity/Q27530	en	Mercedes-Benz Group	en	Jürgen E. Schrempp	1995-05-01T00:00:00Z
8	http://www.wikidata.org/entity/Q113969	http://www.wikidata.org/entity/Q81230	en	Siemens	en	Peter Löscher	2007-07-01T00:00:00Z
9	http://www.wikidata.org/entity/Q96770	http://www.wikidata.org/entity/Q81230	en	Siemens	en	Heinrich von Pierer	2005-01-01T00:00:00Z
10	http://www.wikidata.org/entity/Q96770	http://www.wikidata.org/entity/Q81230	en	Siemens	en	Heinrich von Pierer	1992-01-01T00:00:00Z
11	http://www.wikidata.org/entity/Q65464	http://www.wikidata.org/entity/Q81230	en	Siemens	en	Klaus Kleinfeld	2005-01-01T00:00:00Z
12	http://www.wikidata.org/entity/Q110406	http://www.wikidata.org/entity/Q81230	en	Siemens	en	Karlheinz Kaske	1981-01-28T00:00:00Z
13	http://www.wikidata.org/entity/Q22989	http://www.wikidata.org/entity/Q169339	en	Glencore	en	Ivan Glasenberg	2002-01-01T00:00:00Z
14	http://www.wikidata.org/entity/Q22989	http://www.wikidata.org/entity/Q169339	en	Glencore	en	Ivan Glasenberg	2002-01-01T00:00:00Z
15	http://www.wikidata.org/entity/Q88193	http://www.wikidata.org/entity/Q212646	en	Hoffmann-La Roche	en	Severin Schwan	2008-01-01T00:00:00Z
16	http://www.wikidata.org/entity/Q60934	http://www.wikidata.org/entity/Q284672	en	Bilfinger SE	en	Roland Koch	2011-07-01T00:00:00Z
17	http://www.wikidata.org/entity/Q60934	http://www.wikidata.org/entity/Q284672	en	Bilfinger SE	en	Roland Koch	2011-07-01T00:00:00Z
18	http://www.wikidata.org/entity/Q105014	http://www.wikidata.org/entity/Q1301938	en	Schörghuber Unternehmensgruppe	en	Stefan Schörghuber	1995-01-01T00:00:00Z
19	http://www.wikidata.org/entity/Q92955	http://www.wikidata.org/entity/Q3073996	en	Xamarin	en	Nat Friedman	2011-05-01T00:00:00Z
20	http://www.wikidata.org/entity/Q55174	http://www.wikidata.org/entity/Q19923099	en	Hewlett Packard Enterprise	en	Meg Whitman	2011-09-22T00:00:00Z
21	http://www.wikidata.org/entity/Q55174	http://www.wikidata.org/entity/Q19923099	en	Hewlett Packard Enterprise	en	Meg Whitman	2011-09-22T00:00:00Z
22	http://www.wikidata.org/entity/Q5284	http://www.wikidata.org/entity/Q2283	en	Microsoft	en	Bill Gates	1975-04-01T00:00:00Z
23	http://www.wikidata.org/entity/Q92434	http://www.wikidata.org/entity/Q9325	en	Lufthansa	en	Christoph Franz	2011-01-01T00:00:00Z
24	http://www.wikidata.org/entity/Q46000	http://www.wikidata.org/entity/Q37156	en	IBM	en	Thomas Watson	1956-01-01T00:00:00Z
25	http://www.wikidata.org/entity/Q46000	http://www.wikidata.org/entity/Q37156	en	IBM	en	Thomas Watson	1956-01-01T00:00:00Z
26	http://www.wikidata.org/entity/Q49971	http://www.wikidata.org/entity/Q37156	en	IBM	en	Ginni Rometty	2012-01-01T00:00:00Z
27	http://www.wikidata.org/entity/Q49971	http://www.wikidata.org/entity/Q37156	en	IBM	en	Ginni Rometty	2012-01-01T00:00:00Z
28	http://www.wikidata.org/entity/Q55174	http://www.wikidata.org/entity/Q80978	en	Hewlett-Packard	en	Meg Whitman	2011-09-22T00:00:00Z
29	http://www.wikidata.org/entity/Q108902	http://www.wikidata.org/entity/Q234021	en	Robert Bosch	en	Franz Fehrenbach	2003-01-01T00:00:00Z
30	http://www.wikidata.org/entity/Q117407	http://www.wikidata.org/entity/Q694107	en	The Swatch Group	en	Nick Hayek	2003-01-01T00:00:00Z
31	http://www.wikidata.org/entity/Q4934	http://www.wikidata.org/entity/Q20800404	en	Alphabet Inc.	en	Larry Page	2015-08-10T00:00:00Z
32	http://www.wikidata.org/entity/Q55183	http://www.wikidata.org/entity/Q112247183	en	YouTube	en	Susan Wojcicki	2014-02-01T00:00:00Z
33	http://www.wikidata.org/entity/Q98027	http://www.wikidata.org/entity/Q27074	en	Aston Martin Lagonda	en	Ulrich Bez	2000-07-01T00:00:00Z
34	http://www.wikidata.org/entity/Q264913	http://www.wikidata.org/entity/Q334800	en	PepsiCo	en	Indra Nooyi	2006-01-01T00:00:00Z
35	http://www.wikidata.org/entity/Q268874	http://www.wikidata.org/entity/Q604924	en	SRI International	en	Karl August Folkers	1963-01-01T00:00:00Z
36	http://www.wikidata.org/entity/Q52994	http://www.wikidata.org/entity/Q99541306	en	Dreamhaven	en	Michael Morhaime	2020-09-23T00:00:00Z
37	http://www.wikidata.org/entity/Q265852	http://www.wikidata.org/entity/Q312	en	Apple	en	Tim Cook	2011-08-24T00:00:00Z
38	http://www.wikidata.org/entity/Q265852	http://www.wikidata.org/entity/Q312	en	Apple	en	Tim Cook	2011-08-24T00:00:00Z
39	http://www.wikidata.org/entity/Q64088	http://www.wikidata.org/entity/Q312	en	Apple	en	Michael Spindler	1993-01-01T00:00:00Z
40	http://www.wikidata.org/entity/Q64088	http://www.wikidata.org/entity/Q312	en	Apple	en	Michael Spindler	1993-01-01T00:00:00Z
41	http://www.wikidata.org/entity/Q19837	http://www.wikidata.org/entity/Q312	en	Apple	en	Steve Jobs	1997-09-01T00:00:00Z
42	http://www.wikidata.org/entity/Q19837	http://www.wikidata.org/entity/Q312	en	Apple	en	Steve Jobs	1997-09-01T00:00:00Z
43	http://www.wikidata.org/entity/Q87129	http://www.wikidata.org/entity/Q156578	en	Volkswagen Group	en	Toni Schmücker	1975-01-01T00:00:00Z
44	http://www.wikidata.org/entity/Q68355	http://www.wikidata.org/entity/Q156578	en	Volkswagen Group	en	Martin Winterkorn	2007-01-01T00:00:00Z
45	http://www.wikidata.org/entity/Q78713	http://www.wikidata.org/entity/Q156578	en	Volkswagen Group	en	Ferdinand Piëch	1993-01-01T00:00:00Z
46	http://www.wikidata.org/entity/Q98000	http://www.wikidata.org/entity/Q156578	en	Volkswagen Group	en	Kurt Lotz	1968-01-01T00:00:00Z
47	http://www.wikidata.org/entity/Q76245	http://www.wikidata.org/entity/Q156578	en	Volkswagen Group	en	Rudolf Leiding	1971-01-01T00:00:00Z
48	http://www.wikidata.org/entity/Q68648	http://www.wikidata.org/entity/Q156578	en	Volkswagen Group	en	Bernd Pischetsrieder	2002-01-01T00:00:00Z
49	http://www.wikidata.org/entity/Q97087	http://www.wikidata.org/entity/Q156578	en	Volkswagen Group	en	Carl Hahn	1982-01-01T00:00:00Z
50	http://www.wikidata.org/entity/Q68625	http://www.wikidata.org/entity/Q156578	en	Volkswagen Group	en	Heinrich Nordhoff	1948-01-01T00:00:00Z
51	http://www.wikidata.org/entity/Q75681	http://www.wikidata.org/entity/Q157645	en	Deutsche Post AG	en	Frank Appel	2008-02-18T00:00:00Z
52	http://www.wikidata.org/entity/Q305177	http://www.wikidata.org/entity/Q182477	en	Nvidia	en	Jensen Huang	1993-01-01T00:00:00Z
53	http://www.wikidata.org/entity/Q305177	http://www.wikidata.org/entity/Q182477	en	Nvidia	en	Jensen Huang	1993-01-01T00:00:00Z
54	http://www.wikidata.org/entity/Q47213	http://www.wikidata.org/entity/Q217583	en	Berkshire Hathaway	en	Warren Buffett	1970-01-01T00:00:00Z
55	http://www.wikidata.org/entity/Q47213	http://www.wikidata.org/entity/Q217583	en	Berkshire Hathaway	en	Warren Buffett	1970-01-01T00:00:00Z
56	http://www.wikidata.org/entity/Q265126	http://www.wikidata.org/entity/Q458944	en	Magyar Telekom	en	Christopher Mattheisen	2006-01-01T00:00:00Z
57	http://www.wikidata.org/entity/Q313915	http://www.wikidata.org/entity/Q514140	en	Rosatom	en	Sergey Kiriyenko	2007-01-01T00:00:00Z
58	http://www.wikidata.org/entity/Q313915	http://www.wikidata.org/entity/Q514140	en	Rosatom	en	Sergey Kiriyenko	2007-01-01T00:00:00Z
59	http://www.wikidata.org/entity/Q312525	http://www.wikidata.org/entity/Q1584831	en	Mistwalker	en	Hironobu Sakaguchi	2004-01-01T00:00:00Z
60	http://www.wikidata.org/entity/Q312525	http://www.wikidata.org/entity/Q1584831	en	Mistwalker	en	Hironobu Sakaguchi	2004-01-01T00:00:00Z
61	http://www.wikidata.org/entity/Q273858	http://www.wikidata.org/entity/Q18166960	en	Schneider-Empain	en	Édouard-Jean Empain	1971-01-01T00:00:00Z
62	http://www.wikidata.org/entity/Q95307	http://www.wikidata.org/entity/Q2311	en	Airbus Group	en	Tom Enders	2012-06-01T00:00:00Z
63	http://www.wikidata.org/entity/Q95307	http://www.wikidata.org/entity/Q2311	en	Airbus Group	en	Tom Enders	2012-06-01T00:00:00Z
64	http://www.wikidata.org/entity/Q8704	http://www.wikidata.org/entity/Q7414	en	The Walt Disney Company	en	Walt Disney	1923-10-16T00:00:00Z
65	http://www.wikidata.org/entity/Q78713	http://www.wikidata.org/entity/Q23317	en	Audi AG	en	Ferdinand Piëch	1988-01-01T00:00:00Z
66	http://www.wikidata.org/entity/Q107639	http://www.wikidata.org/entity/Q23317	en	Audi AG	en	Rupert Stadler	2006-12-06T00:00:00Z
67	http://www.wikidata.org/entity/Q68355	http://www.wikidata.org/entity/Q23317	en	Audi AG	en	Martin Winterkorn	2002-03-01T00:00:00Z
68	http://www.wikidata.org/entity/Q90762	http://www.wikidata.org/entity/Q35886	en	Automobili Lamborghini S.p.A.	en	Stephan Winkelmann	2020-12-01T00:00:00Z
69	http://www.wikidata.org/entity/Q116012	http://www.wikidata.org/entity/Q154950	en	Shell	en	Peter Voser	2009-01-01T00:00:00Z
70	http://www.wikidata.org/entity/Q116012	http://www.wikidata.org/entity/Q154950	en	Shell	en	Peter Voser	2009-01-01T00:00:00Z
71	http://www.wikidata.org/entity/Q53944	http://www.wikidata.org/entity/Q185278	en	News Corporation	en	Rupert Murdoch	1979-01-01T00:00:00Z
72	http://www.wikidata.org/entity/Q53944	http://www.wikidata.org/entity/Q185278	en	News Corporation	en	Rupert Murdoch	1979-01-01T00:00:00Z
73	http://www.wikidata.org/entity/Q73298	http://www.wikidata.org/entity/Q2815778	en	2F-Spiele	en	Friedemann Friese	1992-01-01T00:00:00Z
74	http://www.wikidata.org/entity/Q103215	http://www.wikidata.org/entity/Q26966	en	Mercedes-AMG	en	Wolfgang Bernhard	1999-01-01T00:00:00Z
75	http://www.wikidata.org/entity/Q267074	http://www.wikidata.org/entity/Q483915	en	Nike	en	John Donahoe	2020-01-13T00:00:00Z
76	http://www.wikidata.org/entity/Q241735	http://www.wikidata.org/entity/Q248	en	Intel	en	Robert Noyce	1968-01-01T00:00:00Z
77	http://www.wikidata.org/entity/Q241735	http://www.wikidata.org/entity/Q248	en	Intel	en	Robert Noyce	1968-01-01T00:00:00Z
78	http://www.wikidata.org/entity/Q243969	http://www.wikidata.org/entity/Q248	en	Intel	en	Gordon Moore	1975-01-01T00:00:00Z
79	http://www.wikidata.org/entity/Q243969	http://www.wikidata.org/entity/Q248	en	Intel	en	Gordon Moore	1975-01-01T00:00:00Z
80	http://www.wikidata.org/entity/Q312556	http://www.wikidata.org/entity/Q3884	en	Amazon	en	Jeff Bezos	1996-05-01T00:00:00Z
81	http://www.wikidata.org/entity/Q312556	http://www.wikidata.org/entity/Q3884	en	Amazon	en	Jeff Bezos	1996-05-01T00:00:00Z
82	http://www.wikidata.org/entity/Q92747	http://www.wikidata.org/entity/Q95	en	Google	en	Eric Schmidt	2001-08-01T00:00:00Z
83	http://www.wikidata.org/entity/Q4934	http://www.wikidata.org/entity/Q95	en	Google	en	Larry Page	1998-01-01T00:00:00Z
84	http://www.wikidata.org/entity/Q4934	http://www.wikidata.org/entity/Q95	en	Google	en	Larry Page	2011-04-04T00:00:00Z
85	http://www.wikidata.org/entity/Q8768	http://www.wikidata.org/entity/Q44294	en	Ford Motor Company	en	Henry Ford	1906-01-01T00:00:00Z
86	http://www.wikidata.org/entity/Q267074	http://www.wikidata.org/entity/Q58024	en	eBay	en	John Donahoe	2008-01-01T00:00:00Z
87	http://www.wikidata.org/entity/Q267074	http://www.wikidata.org/entity/Q58024	en	eBay	en	John Donahoe	2008-01-01T00:00:00Z
88	http://www.wikidata.org/entity/Q55174	http://www.wikidata.org/entity/Q58024	en	eBay	en	Meg Whitman	1998-01-01T00:00:00Z
89	http://www.wikidata.org/entity/Q55174	http://www.wikidata.org/entity/Q58024	en	eBay	en	Meg Whitman	1998-01-01T00:00:00Z
90	http://www.wikidata.org/entity/Q77550	http://www.wikidata.org/entity/Q339723	en	Accumulatorenfabrik Sonnenschein	en	Christian Schwarz-Schilling	1957-01-01T00:00:00Z
91	http://www.wikidata.org/entity/Q260137	http://www.wikidata.org/entity/Q30321616	en	Altaba	en	Carol Bartz	2009-01-01T00:00:00Z
92	http://www.wikidata.org/entity/Q14086	http://www.wikidata.org/entity/Q30321616	en	Altaba	en	Marissa Mayer	2012-07-16T00:00:00Z
93	http://www.wikidata.org/entity/Q118520	http://www.wikidata.org/entity/Q101436330	en	Insel Gruppe	en	Bernhard Pulver	2019-01-01T00:00:00Z
94	http://www.wikidata.org/entity/Q36215	http://www.wikidata.org/entity/Q380	en	Meta Platforms	en	Mark Zuckerberg	2004-02-04T00:00:00Z
95	http://www.wikidata.org/entity/Q109782	http://www.wikidata.org/entity/Q137910	en	thyssenkrupp AG	en	Heinrich Hiesinger	2011-01-01T00:00:00Z
96	http://www.wikidata.org/entity/Q92648	http://www.wikidata.org/entity/Q169925	en	Mozilla Corporation	en	Brendan Eich	2014-03-24T00:00:00Z
97	http://www.wikidata.org/entity/Q92648	http://www.wikidata.org/entity/Q169925	en	Mozilla Corporation	en	Brendan Eich	2014-03-24T00:00:00Z
98	http://www.wikidata.org/entity/Q281657	http://www.wikidata.org/entity/Q306764	en	Abbott Laboratories	en	Miles D. White	1999-01-01T00:00:00Z
99	http://www.wikidata.org/entity/Q281657	http://www.wikidata.org/entity/Q306764	en	Abbott Laboratories	en	Miles D. White	1999-01-01T00:00:00Z
100	http://www.wikidata.org/entity/Q298547	http://www.wikidata.org/entity/Q908931	en	Reliance Industries Limited	en	Mukesh Ambani	2002-07-31T00:00:00Z
101	http://www.wikidata.org/entity/Q298547	http://www.wikidata.org/entity/Q908931	en	Reliance Industries Limited	en	Mukesh Ambani	2002-07-31T00:00:00Z
102	http://www.wikidata.org/entity/Q98401	http://www.wikidata.org/entity/Q160746	en	Nestlé	en	Ulf Mark Schneider	2017-01-01T00:00:00Z
103	http://www.wikidata.org/entity/Q89196	http://www.wikidata.org/entity/Q137910	en	thyssenkrupp AG	en	Ekkehard Schulz	1999-01-01T00:00:00Z
104	http://www.wikidata.org/entity/Q2165536	http://www.wikidata.org/entity/Q9396	en	Deutsche Telekom	en	Ron Sommer	1995-05-16T00:00:00Z
105	http://www.wikidata.org/entity/Q2156965	http://www.wikidata.org/entity/Q27530	en	Mercedes-Benz Group	en	Robert James Eaton	1998-11-01T00:00:00Z
106	http://www.wikidata.org/entity/Q2156965	http://www.wikidata.org/entity/Q27530	en	Mercedes-Benz Group	en	Robert James Eaton	1998-11-01T00:00:00Z
107	http://www.wikidata.org/entity/Q2287912	http://www.wikidata.org/entity/Q246655	en	Next plc	en	Simon Wolfson	2001-01-01T00:00:00Z
108	http://www.wikidata.org/entity/Q554077	http://www.wikidata.org/entity/Q2913554	en	Frasers Group	en	Mike Ashley	2016-01-01T00:00:00Z
109	http://www.wikidata.org/entity/Q2199420	http://www.wikidata.org/entity/Q128738	en	Anheuser-Busch InBev	en	Carlos Brito	2005-01-01T00:00:00Z
110	http://www.wikidata.org/entity/Q580199	http://www.wikidata.org/entity/Q814989	en	Bekaert	en	Bert De Graeve	2014-01-01T00:00:00Z
111	http://www.wikidata.org/entity/Q606792	http://www.wikidata.org/entity/Q102709276	en	Cable & Wireless (Holding), Ltd.	en	Andrew Weir, 1st Baron Inverforth	1929-01-01T00:00:00Z
112	http://www.wikidata.org/entity/Q550660	http://www.wikidata.org/entity/Q1418	en	Nokia	en	Jorma Ollila	1992-01-01T00:00:00Z
113	http://www.wikidata.org/entity/Q2337302	http://www.wikidata.org/entity/Q877189	en	FEV	en	Stefan Pischinger	2003-01-01T00:00:00Z
114	http://www.wikidata.org/entity/Q2337302	http://www.wikidata.org/entity/Q877189	en	FEV	en	Stefan Pischinger	2003-01-01T00:00:00Z
115	http://www.wikidata.org/entity/Q706222	http://www.wikidata.org/entity/Q18636339	en	3D Robotics	en	Chris Anderson	2009-01-01T00:00:00Z
116	http://www.wikidata.org/entity/Q546092	http://www.wikidata.org/entity/Q21515382	en	Impossible Foods	en	Patrick O. Brown	2011-01-01T00:00:00Z
117	http://www.wikidata.org/entity/Q713588	http://www.wikidata.org/entity/Q312	en	Apple	en	Gil Amelio	1996-01-01T00:00:00Z
118	http://www.wikidata.org/entity/Q713588	http://www.wikidata.org/entity/Q312	en	Apple	en	Gil Amelio	1996-01-01T00:00:00Z
119	http://www.wikidata.org/entity/Q2149296	http://www.wikidata.org/entity/Q64768937	en	Deutsche Samoa-Gesellschaft	en	Richard Deeken	1902-01-01T00:00:00Z
120	http://www.wikidata.org/entity/Q2078625	http://www.wikidata.org/entity/Q138133	en	RWE	en	Peter Terium	2012-01-01T00:00:00Z
121	http://www.wikidata.org/entity/Q2078625	http://www.wikidata.org/entity/Q138133	en	RWE	en	Peter Terium	2012-01-01T00:00:00Z
122	http://www.wikidata.org/entity/Q712802	http://www.wikidata.org/entity/Q160120	en	Huawei	en	Ren Zhengfei	1988-01-01T00:00:00Z
123	http://www.wikidata.org/entity/Q712802	http://www.wikidata.org/entity/Q160120	en	Huawei	en	Ren Zhengfei	1988-01-01T00:00:00Z
124	http://www.wikidata.org/entity/Q2408676	http://www.wikidata.org/entity/Q3210329	en	La Maison Simons	en	Gordon Donald Simons	1952-01-01T00:00:00Z
125	http://www.wikidata.org/entity/Q2408676	http://www.wikidata.org/entity/Q3210329	en	La Maison Simons	en	Gordon Donald Simons	1952-01-01T00:00:00Z
126	http://www.wikidata.org/entity/Q673818	http://www.wikidata.org/entity/Q102673	en	Gazprom	en	Rem Viakhirev	1992-01-01T00:00:00Z
127	http://www.wikidata.org/entity/Q2162825	http://www.wikidata.org/entity/Q823010	en	Nyrstar	en	Roland Junck	2007-01-01T00:00:00Z
128	http://www.wikidata.org/entity/Q559347	http://www.wikidata.org/entity/Q1676085	en	Ivchenko-Progress	en	Oleksandr Ivchenko	1945-01-01T00:00:00Z
129	http://www.wikidata.org/entity/Q559347	http://www.wikidata.org/entity/Q1676085	en	Ivchenko-Progress	en	Oleksandr Ivchenko	1945-01-01T00:00:00Z
130	http://www.wikidata.org/entity/Q2418452	http://www.wikidata.org/entity/Q157852	en	Deutsche Börse	en	Theodor Weimer	2018-01-01T00:00:00Z
131	http://www.wikidata.org/entity/Q2337609	http://www.wikidata.org/entity/Q643578	en	Fraport	en	Stefan Schulte	2009-09-01T00:00:00Z
132	http://www.wikidata.org/entity/Q679733	http://www.wikidata.org/entity/Q757164	en	Atlas Copco	en	Ronnie Leten	2009-05-31T00:00:00Z
133	http://www.wikidata.org/entity/Q679733	http://www.wikidata.org/entity/Q757164	en	Atlas Copco	en	Ronnie Leten	2009-05-31T00:00:00Z
134	http://www.wikidata.org/entity/Q552904	http://www.wikidata.org/entity/Q757164	en	Atlas Copco	en	Kayla Jean Johnson	1991-01-01T00:00:00Z
135	http://www.wikidata.org/entity/Q552904	http://www.wikidata.org/entity/Q757164	en	Atlas Copco	en	Kayla Jean Johnson	1991-01-01T00:00:00Z
136	http://www.wikidata.org/entity/Q633369	http://www.wikidata.org/entity/Q154037	en	TotalEnergies	en	Thierry Desmarest	1995-01-01T00:00:00Z
137	http://www.wikidata.org/entity/Q633369	http://www.wikidata.org/entity/Q154037	en	TotalEnergies	en	Thierry Desmarest	1995-01-01T00:00:00Z
138	http://www.wikidata.org/entity/Q2254475	http://www.wikidata.org/entity/Q654073	en	Disney General Entertainment Content	en	Ben Sherwood	2015-01-01T00:00:00Z
139	http://www.wikidata.org/entity/Q2254475	http://www.wikidata.org/entity/Q654073	en	Disney General Entertainment Content	en	Ben Sherwood	2015-01-01T00:00:00Z
140	http://www.wikidata.org/entity/Q658709	http://www.wikidata.org/entity/Q691592	en	GlobalFoundries	en	Sanjay Jha	2014-01-01T00:00:00Z
141	http://www.wikidata.org/entity/Q658709	http://www.wikidata.org/entity/Q691592	en	GlobalFoundries	en	Sanjay Jha	2014-01-01T00:00:00Z
142	http://www.wikidata.org/entity/Q2227111	http://www.wikidata.org/entity/Q614819	en	De Lijn	en	Johan Sauwens	2022-02-18T00:00:00Z
143	http://www.wikidata.org/entity/Q716008	http://www.wikidata.org/entity/Q1146905	en	Cyan Worlds	en	Rand Miller	1987-01-01T00:00:00Z
144	http://www.wikidata.org/entity/Q2411177	http://www.wikidata.org/entity/Q309245	en	Agfa-Gevaert	en	André Leysen	1979-01-01T00:00:00Z
145	http://www.wikidata.org/entity/Q563243	http://www.wikidata.org/entity/Q190238	en	Norwegian Broadcasting Corporation	en	Einar Førde	1989-01-01T00:00:00Z
146	http://www.wikidata.org/entity/Q1336499	http://www.wikidata.org/entity/Q8093	en	Nintendo	en	Sekiryo Kaneda	1929-01-01T00:00:00Z
147	http://www.wikidata.org/entity/Q1336499	http://www.wikidata.org/entity/Q8093	en	Nintendo	en	Sekiryo Kaneda	1929-01-01T00:00:00Z
148	http://www.wikidata.org/entity/Q354768	http://www.wikidata.org/entity/Q8093	en	Nintendo	en	Hiroshi Yamauchi	1949-09-01T00:00:00Z
149	http://www.wikidata.org/entity/Q354768	http://www.wikidata.org/entity/Q8093	en	Nintendo	en	Hiroshi Yamauchi	1949-09-01T00:00:00Z
150	http://www.wikidata.org/entity/Q1572591	http://www.wikidata.org/entity/Q9396	en	Deutsche Telekom	en	René Obermann	2006-11-13T00:00:00Z
151	http://www.wikidata.org/entity/Q1344392	http://www.wikidata.org/entity/Q11463	en	Adobe	en	John Warnock	1984-01-01T00:00:00Z
152	http://www.wikidata.org/entity/Q1344392	http://www.wikidata.org/entity/Q11463	en	Adobe	en	John Warnock	1984-01-01T00:00:00Z
153	http://www.wikidata.org/entity/Q1249052	http://www.wikidata.org/entity/Q1541079	en	Komerční banka	en	Richard Salzmann	1991-01-01T00:00:00Z
154	http://www.wikidata.org/entity/Q1249052	http://www.wikidata.org/entity/Q1541079	en	Komerční banka	en	Richard Salzmann	1991-01-01T00:00:00Z
155	http://www.wikidata.org/entity/Q360106	http://www.wikidata.org/entity/Q58035402	en	Radio Corporation of America	en	David Sarnoff	1930-01-01T00:00:00Z
156	http://www.wikidata.org/entity/Q1229223	http://www.wikidata.org/entity/Q27586	en	Ferrari S.p.A.	en	Sergio Marchionne	2009-01-01T00:00:00Z
157	http://www.wikidata.org/entity/Q1657473	http://www.wikidata.org/entity/Q168238	en	OMV	en	Ignaz Köck	1956-01-01T00:00:00Z
158	http://www.wikidata.org/entity/Q1229223	http://www.wikidata.org/entity/Q181114	en	Stellantis North America	en	Sergio Marchionne	2009-01-01T00:00:00Z
159	http://www.wikidata.org/entity/Q317521	http://www.wikidata.org/entity/Q478214	en	Tesla, Inc.	en	Elon Musk	2008-10-01T00:00:00Z
160	http://www.wikidata.org/entity/Q317521	http://www.wikidata.org/entity/Q478214	en	Tesla, Inc.	en	Elon Musk	2008-10-01T00:00:00Z
161	http://www.wikidata.org/entity/Q369000	http://www.wikidata.org/entity/Q3295867	en	The Coca-Cola Company	en	E. Neville Isdell	2004-01-01T00:00:00Z
162	http://www.wikidata.org/entity/Q369783	http://www.wikidata.org/entity/Q312	en	Apple	en	Mike Markkula	1981-01-01T00:00:00Z
163	http://www.wikidata.org/entity/Q369783	http://www.wikidata.org/entity/Q312	en	Apple	en	Mike Markkula	1981-01-01T00:00:00Z
164	http://www.wikidata.org/entity/Q337024	http://www.wikidata.org/entity/Q312	en	Apple	en	John Sculley	1983-01-01T00:00:00Z
165	http://www.wikidata.org/entity/Q337024	http://www.wikidata.org/entity/Q312	en	Apple	en	John Sculley	1983-01-01T00:00:00Z
166	http://www.wikidata.org/entity/Q357616	http://www.wikidata.org/entity/Q27893	en	ArcelorMittal	en	Aditya Mittal	2021-02-11T00:00:00Z
167	http://www.wikidata.org/entity/Q357616	http://www.wikidata.org/entity/Q27893	en	ArcelorMittal	en	Aditya Mittal	2021-02-11T00:00:00Z
168	http://www.wikidata.org/entity/Q1612209	http://www.wikidata.org/entity/Q156578	en	Volkswagen Group	en	Hermann Münch	1946-06-01T00:00:00Z
169	http://www.wikidata.org/entity/Q1291894	http://www.wikidata.org/entity/Q458944	en	Magyar Telekom	en	Elek Straub	1995-01-01T00:00:00Z
170	http://www.wikidata.org/entity/Q1561837	http://www.wikidata.org/entity/Q7808625	en	Slack Technologies	en	Stewart Butterfield	2009-03-01T00:00:00Z
171	http://www.wikidata.org/entity/Q1556700	http://www.wikidata.org/entity/Q2311	en	Airbus Group	en	Louis Gallois	2006-07-01T00:00:00Z
172	http://www.wikidata.org/entity/Q1556700	http://www.wikidata.org/entity/Q2311	en	Airbus Group	en	Louis Gallois	2006-07-01T00:00:00Z
173	http://www.wikidata.org/entity/Q347432	http://www.wikidata.org/entity/Q7414	en	The Walt Disney Company	en	Roy O. Disney	1966-01-01T00:00:00Z
174	http://www.wikidata.org/entity/Q325214	http://www.wikidata.org/entity/Q7414	en	The Walt Disney Company	en	Card Walker	1980-01-01T00:00:00Z
175	http://www.wikidata.org/entity/Q321864	http://www.wikidata.org/entity/Q38076	en	McDonald’s	en	Charlie Bell	2004-04-01T00:00:00Z
176	http://www.wikidata.org/entity/Q1239543	http://www.wikidata.org/entity/Q38076	en	McDonald’s	en	Don Thompson	2012-07-01T00:00:00Z
177	http://www.wikidata.org/entity/Q319648	http://www.wikidata.org/entity/Q38076	en	McDonald’s	en	Ray Kroc	1955-01-01T00:00:00Z
178	http://www.wikidata.org/entity/Q323485	http://www.wikidata.org/entity/Q38076	en	McDonald’s	en	Jim Cantalupo	2002-01-01T00:00:00Z
179	http://www.wikidata.org/entity/Q1355678	http://www.wikidata.org/entity/Q38076	en	McDonald’s	en	Jim Skinner	2004-01-01T00:00:00Z
180	http://www.wikidata.org/entity/Q354962	http://www.wikidata.org/entity/Q154950	en	Shell	en	Jeroen van der Veer	2005-01-01T00:00:00Z
181	http://www.wikidata.org/entity/Q354962	http://www.wikidata.org/entity/Q154950	en	Shell	en	Jeroen van der Veer	2005-01-01T00:00:00Z
182	http://www.wikidata.org/entity/Q321149	http://www.wikidata.org/entity/Q180855	en	Heineken	en	Freddy Heineken	1971-01-01T00:00:00Z
