	subsidiaryname.value	company.value	companyLabel.xml:lang	companyLabel.value	subsidiarynameLabel.xml:lang	subsidiarynameLabel.value	starttime.value
422	http://www.wikidata.org/entity/Q3073822	http://www.wikidata.org/entity/Q207770	en	Pirelli	en	Superga	1951-01-01T00:00:00Z
423	http://www.wikidata.org/entity/Q3123083	http://www.wikidata.org/entity/Q1512800	en	Société Générale de Belgique	en	Generale Bank	1934-01-01T00:00:00Z
424	http://www.wikidata.org/entity/Q2985308	http://www.wikidata.org/entity/Q571837	en	Antenna Group	en	Macedonia TV	2018-01-01T00:00:00Z
425	http://www.wikidata.org/entity/Q2586077	http://www.wikidata.org/entity/Q2544479	en	Watco Companies	en	Wisconsin and Southern Railroad	2012-01-01T00:00:00Z
426	http://www.wikidata.org/entity/Q3339193	http://www.wikidata.org/entity/Q20967159	en	Altice France	en	Altice Média	2015-01-01T00:00:00Z
427	http://www.wikidata.org/entity/Q3339193	http://www.wikidata.org/entity/Q20967159	en	Altice France	en	Altice Média	2015-01-01T00:00:00Z
428	http://www.wikidata.org/entity/Q2994389	http://www.wikidata.org/entity/Q860580	en	Tencent	en	Garena	2011-01-01T00:00:00Z
429	http://www.wikidata.org/entity/Q2989872	http://www.wikidata.org/entity/Q106501529	en	Katanga Special Committee	en	Compagnie de Chemin de fer du Katanga	1902-01-01T00:00:00Z
430	http://www.wikidata.org/entity/Q3417028	http://www.wikidata.org/entity/Q170416	en	Koninklijke Philips NV	en	Radiotechnique (Compelec)	1947-01-01T00:00:00Z
431	http://www.wikidata.org/entity/Q3417028	http://www.wikidata.org/entity/Q170416	en	Koninklijke Philips NV	en	Radiotechnique (Compelec)	1947-01-01T00:00:00Z
432	http://www.wikidata.org/entity/Q3412858	http://www.wikidata.org/entity/Q2320362	en	St. Louis–San Francisco Railway	en	Quanah, Acme and Pacific Railway	1911-01-01T00:00:00Z
433	http://www.wikidata.org/entity/Q3241626	http://www.wikidata.org/entity/Q173395	en	Cisco	en	Linksys	2003-03-01T00:00:00Z
434	http://www.wikidata.org/entity/Q3241626	http://www.wikidata.org/entity/Q173395	en	Cisco	en	Linksys	2003-03-01T00:00:00Z
435	http://www.wikidata.org/entity/Q3266971	http://www.wikidata.org/entity/Q483915	en	Nike	en	Hurley International	2002-01-01T00:00:00Z
436	http://www.wikidata.org/entity/Q3290196	http://www.wikidata.org/entity/Q58044561	en	The Marconi Wireless Telegraph & Signal Company	en	Marconi Instruments Limited	1941-01-01T00:00:00Z
437	http://www.wikidata.org/entity/Q3290196	http://www.wikidata.org/entity/Q58044561	en	The Marconi Wireless Telegraph & Signal Company	en	Marconi Instruments Limited	1941-01-01T00:00:00Z
438	http://www.wikidata.org/entity/Q3278245	http://www.wikidata.org/entity/Q2025791	en	Open Text Corporation	en	MailStore	2019-12-01T00:00:00Z
439	http://www.wikidata.org/entity/Q3433484	http://www.wikidata.org/entity/Q11207	en	Arri	en	Clay Paky	2023-03-01T00:00:00Z
440	http://www.wikidata.org/entity/Q3899649	http://www.wikidata.org/entity/Q2283	en	Microsoft	en	Perceptive Pixel	2012-07-31T00:00:00Z
441	http://www.wikidata.org/entity/Q3634312	http://www.wikidata.org/entity/Q1567477	en	Transamerica Corporation	en	Bank of Italy	1928-01-01T00:00:00Z
442	http://www.wikidata.org/entity/Q3879866	http://www.wikidata.org/entity/Q16558233	en	GE Oil and Gas	en	Nuovo Pignone	1994-01-01T00:00:00Z
443	http://www.wikidata.org/entity/Q3879866	http://www.wikidata.org/entity/Q16558233	en	GE Oil and Gas	en	Nuovo Pignone	1994-01-01T00:00:00Z
444	http://www.wikidata.org/entity/Q3493709	http://www.wikidata.org/entity/Q725793	en	Union Pacific Railroad	en	Spokane International Railroad	1958-01-01T00:00:00Z
445	http://www.wikidata.org/entity/Q3898469	http://www.wikidata.org/entity/Q5392021	en	IC Group	en	Peak Performance	1998-01-01T00:00:00Z
446	http://www.wikidata.org/entity/Q3898469	http://www.wikidata.org/entity/Q5392021	en	IC Group	en	Peak Performance	1998-01-01T00:00:00Z
447	http://www.wikidata.org/entity/Q3898469	http://www.wikidata.org/entity/Q152695	en	Amer Sports	en	Peak Performance	2018-04-30T00:00:00Z
448	http://www.wikidata.org/entity/Q3898469	http://www.wikidata.org/entity/Q152695	en	Amer Sports	en	Peak Performance	2018-04-30T00:00:00Z
449	http://www.wikidata.org/entity/Q3880025	http://www.wikidata.org/entity/Q144617	en	TIM Group	en	Nòverca	2016-01-01T00:00:00Z
450	http://www.wikidata.org/entity/Q3880025	http://www.wikidata.org/entity/Q144617	en	TIM Group	en	Nòverca	2016-01-01T00:00:00Z
451	http://www.wikidata.org/entity/Q2081903	http://www.wikidata.org/entity/Q2051417	en	NMBS/SNCB Group	en	Lineas Group	2011-01-01T00:00:00Z
452	http://www.wikidata.org/entity/Q2011495	http://www.wikidata.org/entity/Q1342845	en	English Electric	en	Vulcan Foundry	1957-01-01T00:00:00Z
453	http://www.wikidata.org/entity/Q2011495	http://www.wikidata.org/entity/Q1342845	en	English Electric	en	Vulcan Foundry	1957-01-01T00:00:00Z
454	http://www.wikidata.org/entity/Q3550736	http://www.wikidata.org/entity/Q495793	en	Knauf	en	USG Corporation	2019-04-24T00:00:00Z
455	http://www.wikidata.org/entity/Q3550736	http://www.wikidata.org/entity/Q495793	en	Knauf	en	USG Corporation	2019-04-24T00:00:00Z
456	http://www.wikidata.org/entity/Q2026501	http://www.wikidata.org/entity/Q571934	en	Ford of Europe	en	Ford Netherlands	1928-01-01T00:00:00Z
457	http://www.wikidata.org/entity/Q4217635	http://www.wikidata.org/entity/Q4310668		Q4310668	en	Kaustik	2004-01-01T00:00:00Z
458	http://www.wikidata.org/entity/Q4217635	http://www.wikidata.org/entity/Q4310668		Q4310668	en	Kaustik	2004-01-01T00:00:00Z
459	http://www.wikidata.org/entity/Q3982792	http://www.wikidata.org/entity/Q1070820	en	Telecom Italia Media	en	Persidera	2006-01-01T00:00:00Z
460	http://www.wikidata.org/entity/Q3982792	http://www.wikidata.org/entity/Q1070820	en	Telecom Italia Media	en	Persidera	2006-01-01T00:00:00Z
461	http://www.wikidata.org/entity/Q3982752	http://www.wikidata.org/entity/Q4015982	en	Vodafone Italy	en	TeleTu	2007-01-01T00:00:00Z
462	http://www.wikidata.org/entity/Q3982752	http://www.wikidata.org/entity/Q4015982	en	Vodafone Italy	en	TeleTu	2007-01-01T00:00:00Z
463	http://www.wikidata.org/entity/Q3982792	http://www.wikidata.org/entity/Q1070820	en	Telecom Italia Media	en	Persidera	2014-01-01T00:00:00Z
464	http://www.wikidata.org/entity/Q3982792	http://www.wikidata.org/entity/Q1070820	en	Telecom Italia Media	en	Persidera	2014-01-01T00:00:00Z
465	http://www.wikidata.org/entity/Q3512525	http://www.wikidata.org/entity/Q615788	en	Grupo Abril	en	TVA	1991-01-01T00:00:00Z
466	http://www.wikidata.org/entity/Q3512525	http://www.wikidata.org/entity/Q615788	en	Grupo Abril	en	TVA	1991-01-01T00:00:00Z
467	http://www.wikidata.org/entity/Q3519350	http://www.wikidata.org/entity/Q1473764	en	Southern Pacific Transportation Company	en	Texas and New Orleans Railroad	1881-01-01T00:00:00Z
468	http://www.wikidata.org/entity/Q3472056	http://www.wikidata.org/entity/Q16927647	en	Fullscreen	en	ScrewAttack	2014-01-01T00:00:00Z
469	http://www.wikidata.org/entity/Q3476844	http://www.wikidata.org/entity/Q3635610	en	BasicNet	en	Sebago	2017-01-01T00:00:00Z
470	http://www.wikidata.org/entity/Q3476844	http://www.wikidata.org/entity/Q3635610	en	BasicNet	en	Sebago	2017-01-01T00:00:00Z
471	http://www.wikidata.org/entity/Q3301294	http://www.wikidata.org/entity/Q444015	en	SBC Communications	en	Southwestern Bell	1984-01-01T00:00:00Z
472	http://www.wikidata.org/entity/Q3473599	http://www.wikidata.org/entity/Q3117333	en	Groupe Beaumanoir	en	Sarenza	2022-11-01T00:00:00Z
473	http://www.wikidata.org/entity/Q4041558	http://www.wikidata.org/entity/Q221062	en	DuPont	en	Invista	2003-02-01T00:00:00Z
474	http://www.wikidata.org/entity/Q4045838	http://www.wikidata.org/entity/Q20920033	en	Onvest	en	Onninen	http://www.wikidata.org/.well-known/genid/a4b9f8d6fe779386c005d06c71e2eaea
475	http://www.wikidata.org/entity/Q4046487	http://www.wikidata.org/entity/Q7969801	en	Warner–Lambert	en	Parke-Davis	1970-01-01T00:00:00Z
476	http://www.wikidata.org/entity/Q4046487	http://www.wikidata.org/entity/Q206921	en	Pfizer	en	Parke-Davis	2000-01-01T00:00:00Z
477	http://www.wikidata.org/entity/Q4033371	http://www.wikidata.org/entity/Q215639	en	Opera Software	en	AdMarvel	2010-01-20T00:00:00Z
478	http://www.wikidata.org/entity/Q3681880	http://www.wikidata.org/entity/Q4373687	en	Vodafone Global Enterprise	en	Vodafone Automotive	2014-01-01T00:00:00Z
479	http://www.wikidata.org/entity/Q3681880	http://www.wikidata.org/entity/Q4373687	en	Vodafone Global Enterprise	en	Vodafone Automotive	2014-01-01T00:00:00Z
480	http://www.wikidata.org/entity/Q3995933	http://www.wikidata.org/entity/Q154037	en	TotalEnergies	en	TotalErg	2010-01-01T00:00:00Z
481	http://www.wikidata.org/entity/Q3995933	http://www.wikidata.org/entity/Q154037	en	TotalEnergies	en	TotalErg	2010-01-01T00:00:00Z
482	http://www.wikidata.org/entity/Q4905858	http://www.wikidata.org/entity/Q7600903	en	Star Song Communications	en	Big Idea Entertainment	2018-01-01T00:00:00Z
483	http://www.wikidata.org/entity/Q4705322	http://www.wikidata.org/entity/Q2544479	en	Watco Companies	en	Alabama Southern Railroad	2005-01-01T00:00:00Z
484	http://www.wikidata.org/entity/Q4883277	http://www.wikidata.org/entity/Q2843047	en	AT&T Corporation	en	Bell Telephone Company	1899-01-01T00:00:00Z
485	http://www.wikidata.org/entity/Q4883277	http://www.wikidata.org/entity/Q2843047	en	AT&T Corporation	en	Bell Telephone Company	1899-01-01T00:00:00Z
486	http://www.wikidata.org/entity/Q4112076	http://www.wikidata.org/entity/Q2719715	en	Vodafone India	en	YOU Broadband	2017-01-01T00:00:00Z
487	http://www.wikidata.org/entity/Q4112076	http://www.wikidata.org/entity/Q2719715	en	Vodafone India	en	YOU Broadband	2017-01-01T00:00:00Z
488	http://www.wikidata.org/entity/Q4387259	http://www.wikidata.org/entity/Q173395	en	Cisco	en	Scientific Atlanta	2006-01-01T00:00:00Z
489	http://www.wikidata.org/entity/Q4387259	http://www.wikidata.org/entity/Q173395	en	Cisco	en	Scientific Atlanta	2006-01-01T00:00:00Z
490	http://www.wikidata.org/entity/Q4944697	http://www.wikidata.org/entity/Q893430	en	Borders Group	en	Borders (UK) Ltd.	1998-01-01T00:00:00Z
491	http://www.wikidata.org/entity/Q4944697	http://www.wikidata.org/entity/Q893430	en	Borders Group	en	Borders (UK) Ltd.	1998-01-01T00:00:00Z
492	http://www.wikidata.org/entity/Q4376955	http://www.wikidata.org/entity/Q1676442	en	Silver Lake	en	Sabre Corporation	2007-03-30T00:00:00Z
493	http://www.wikidata.org/entity/Q4376955	http://www.wikidata.org/entity/Q1676442	en	Silver Lake	en	Sabre Corporation	2007-03-30T00:00:00Z
494	http://www.wikidata.org/entity/Q4951703	http://www.wikidata.org/entity/Q1727330	en	Pentland Group	en	Boxfresh	2005-01-01T00:00:00Z
495	http://www.wikidata.org/entity/Q4951703	http://www.wikidata.org/entity/Q1727330	en	Pentland Group	en	Boxfresh	2005-01-01T00:00:00Z
496	http://www.wikidata.org/entity/Q4376955	http://www.wikidata.org/entity/Q295280	en	AMR Corporation	en	Sabre Corporation	1996-01-01T00:00:00Z
497	http://www.wikidata.org/entity/Q4376955	http://www.wikidata.org/entity/Q295280	en	AMR Corporation	en	Sabre Corporation	1996-01-01T00:00:00Z
498	http://www.wikidata.org/entity/Q4944779	http://www.wikidata.org/entity/Q81481	en	Veolia Transport	en	Boreal Norge	2009-01-07T00:00:00Z
499	http://www.wikidata.org/entity/Q4944779	http://www.wikidata.org/entity/Q81481	en	Veolia Transport	en	Boreal Norge	2009-01-07T00:00:00Z
500	http://www.wikidata.org/entity/Q4947674	http://www.wikidata.org/entity/Q706094	en	Stanley Black & Decker	en	Bostitch	1986-01-01T00:00:00Z
501	http://www.wikidata.org/entity/Q4743689	http://www.wikidata.org/entity/Q101523075	en	Maekubee Company	en	American Enka Company	1928-01-01T00:00:00Z
502	http://www.wikidata.org/entity/Q4946671	http://www.wikidata.org/entity/Q2599552	en	Wanhua Chemical Group Co., Ltd.	en	BorsodChem	2019-02-01T00:00:00Z
503	http://www.wikidata.org/entity/Q4944779	http://www.wikidata.org/entity/Q18291833	en	Transdev Northern Europe	en	Boreal Norge	1999-06-15T00:00:00Z
504	http://www.wikidata.org/entity/Q4944779	http://www.wikidata.org/entity/Q18291833	en	Transdev Northern Europe	en	Boreal Norge	1999-06-15T00:00:00Z
505	http://www.wikidata.org/entity/Q5036908	http://www.wikidata.org/entity/Q112978133	en	3Play Media	en	CaptionMax	2022-02-01T00:00:00Z
506	http://www.wikidata.org/entity/Q5002029	http://www.wikidata.org/entity/Q12004983	en	TK Brøvig	en	Bussen Trafikkselskap	1985-01-01T00:00:00Z
507	http://www.wikidata.org/entity/Q4807118	http://www.wikidata.org/entity/Q181114	en	Stellantis North America	en	Askam	1962-01-01T00:00:00Z
508	http://www.wikidata.org/entity/Q4807231	http://www.wikidata.org/entity/Q848521	en	Gorenje	en	Asko Cylinda	2010-01-01T00:00:00Z
509	http://www.wikidata.org/entity/Q4807231	http://www.wikidata.org/entity/Q848521	en	Gorenje	en	Asko Cylinda	2010-01-01T00:00:00Z
510	http://www.wikidata.org/entity/Q5000673	http://www.wikidata.org/entity/Q910368	en	Clorox	en	Burt's Bees	2007-01-01T00:00:00Z
511	http://www.wikidata.org/entity/Q4996976	http://www.wikidata.org/entity/Q62269698	en	Federated Department Stores	en	Bullock's	1964-01-01T00:00:00Z
512	http://www.wikidata.org/entity/Q4996997	http://www.wikidata.org/entity/Q62269698	en	Federated Department Stores	en	Bullock’s Wilshire	1964-01-01T00:00:00Z
513	http://www.wikidata.org/entity/Q5180132	http://www.wikidata.org/entity/Q111831988	en	OurFamilyWizard	en	Cozi	2022-01-01T00:00:00Z
514	http://www.wikidata.org/entity/Q5174635	http://www.wikidata.org/entity/Q206678	en	OTE	en	Telekom Romania Mobile	2005-01-01T00:00:00Z
515	http://www.wikidata.org/entity/Q5174635	http://www.wikidata.org/entity/Q206678	en	OTE	en	Telekom Romania Mobile	2005-01-01T00:00:00Z
516	http://www.wikidata.org/entity/Q5179898	http://www.wikidata.org/entity/Q1138249	en	Cox Enterprises	en	Cox Media Group	2008-01-01T00:00:00Z
517	http://www.wikidata.org/entity/Q5179898	http://www.wikidata.org/entity/Q1138249	en	Cox Enterprises	en	Cox Media Group	2008-01-01T00:00:00Z
518	http://www.wikidata.org/entity/Q4792494	http://www.wikidata.org/entity/Q152695	en	Amer Sports	en	Armada (company)	2017-03-29T00:00:00Z
519	http://www.wikidata.org/entity/Q4792494	http://www.wikidata.org/entity/Q152695	en	Amer Sports	en	Armada (company)	2017-03-29T00:00:00Z
520	http://www.wikidata.org/entity/Q4810825	http://www.wikidata.org/entity/Q386434	en	Otsuka Pharmaceutical	en	Astex Therapeutics	2013-01-01T00:00:00Z
521	http://www.wikidata.org/entity/Q4810825	http://www.wikidata.org/entity/Q386434	en	Otsuka Pharmaceutical	en	Astex Therapeutics	2013-01-01T00:00:00Z
522	http://www.wikidata.org/entity/Q5179106	http://www.wikidata.org/entity/Q932897	en	Yarrow Shipbuilders Limited	en	Coventry Ordnance Works	1905-01-01T00:00:00Z
523	http://www.wikidata.org/entity/Q5179106	http://www.wikidata.org/entity/Q932897	en	Yarrow Shipbuilders Limited	en	Coventry Ordnance Works	1905-01-01T00:00:00Z
524	http://www.wikidata.org/entity/Q4690950	http://www.wikidata.org/entity/Q17108492	en	Middleby Corporation	en	Aga Rangemaster Group	2015-01-01T00:00:00Z
525	http://www.wikidata.org/entity/Q4686415	http://www.wikidata.org/entity/Q1543874	en	The Hertz Corporation	en	Advantage Rent a Car	2009-03-31T00:00:00Z
526	http://www.wikidata.org/entity/Q4686415	http://www.wikidata.org/entity/Q1543874	en	The Hertz Corporation	en	Advantage Rent a Car	2009-03-31T00:00:00Z
527	http://www.wikidata.org/entity/Q4049462	http://www.wikidata.org/entity/Q5014674	en	CUC International	en	Sierra On-Line	1996-01-01T00:00:00Z
528	http://www.wikidata.org/entity/Q3788748	http://www.wikidata.org/entity/Q646807	en	Gruppo API	en	IP Gruppo API	2005-01-01T00:00:00Z
529	http://www.wikidata.org/entity/Q3788748	http://www.wikidata.org/entity/Q646807	en	Gruppo API	en	IP Gruppo API	2005-01-01T00:00:00Z
530	http://www.wikidata.org/entity/Q3787735	http://www.wikidata.org/entity/Q28119223	en	Wind Tre	en	3 Italy	2016-01-01T00:00:00Z
531	http://www.wikidata.org/entity/Q3787735	http://www.wikidata.org/entity/Q28119223	en	Wind Tre	en	3 Italy	2016-01-01T00:00:00Z
532	http://www.wikidata.org/entity/Q5064182	http://www.wikidata.org/entity/Q173395	en	Cisco	en	Cerent Corporation	1999-01-01T00:00:00Z
533	http://www.wikidata.org/entity/Q5064182	http://www.wikidata.org/entity/Q173395	en	Cisco	en	Cerent Corporation	1999-01-01T00:00:00Z
534	http://www.wikidata.org/entity/Q5254663	http://www.wikidata.org/entity/Q1141173	en	Marriott International	en	Delta Hotels	2015-04-01T00:00:00Z
535	http://www.wikidata.org/entity/Q5254663	http://www.wikidata.org/entity/Q1141173	en	Marriott International	en	Delta Hotels	2015-04-01T00:00:00Z
536	http://www.wikidata.org/entity/Q5244012	http://www.wikidata.org/entity/Q1329777	en	Wilson Sporting Goods	en	DeMarini	2000-01-01T00:00:00Z
537	http://www.wikidata.org/entity/Q4825837	http://www.wikidata.org/entity/Q2544479	en	Watco Companies	en	Autauga Northern Railroad	2011-01-01T00:00:00Z
538	http://www.wikidata.org/entity/Q5205985	http://www.wikidata.org/entity/Q116790675	en	Duquesne Light Holdings	en	DQE	1989-01-01T00:00:00Z
539	http://www.wikidata.org/entity/Q4355024	http://www.wikidata.org/entity/Q614283	en	Grupo Globo	en	Editora Globo	1952-01-01T00:00:00Z
540	http://www.wikidata.org/entity/Q4734761	http://www.wikidata.org/entity/Q3509859	en	Alpargatas S.A.	en	Alpargatas Argentina	2008-01-01T00:00:00Z
541	http://www.wikidata.org/entity/Q4732604	http://www.wikidata.org/entity/Q2935493	en	Campeau Corporation	en	Allied Stores	1986-01-01T00:00:00Z
542	http://www.wikidata.org/entity/Q4915133	http://www.wikidata.org/entity/Q203552	en	Zimmer Biomet Holdings	en	Biomet	2015-01-01T00:00:00Z
543	http://www.wikidata.org/entity/Q4915133	http://www.wikidata.org/entity/Q203552	en	Zimmer Biomet Holdings	en	Biomet	2015-01-01T00:00:00Z
544	http://www.wikidata.org/entity/Q4357795	http://www.wikidata.org/entity/Q2544479	en	Watco Companies	en	Kansas and Oklahoma Railroad	2001-01-01T00:00:00Z
545	http://www.wikidata.org/entity/Q4938471	http://www.wikidata.org/entity/Q2544479	en	Watco Companies	en	Boise Valley Railroad	2009-01-01T00:00:00Z
546	http://www.wikidata.org/entity/Q4913585	http://www.wikidata.org/entity/Q7849186	en	Connect Bus Trønderbilene	en	Bilruta Frosta–Åsen	1999-01-01T00:00:00Z
547	http://www.wikidata.org/entity/Q4915271	http://www.wikidata.org/entity/Q30512311	en	LGC Group	en	Biosearch Technologies	2015-04-15T00:00:00Z
548	http://www.wikidata.org/entity/Q4968898	http://www.wikidata.org/entity/Q2831861	en	Albertsons	en	Bristol Farms	2004-01-01T00:00:00Z
549	http://www.wikidata.org/entity/Q4968898	http://www.wikidata.org/entity/Q2831861	en	Albertsons	en	Bristol Farms	2004-01-01T00:00:00Z
550	http://www.wikidata.org/entity/Q4968898	http://www.wikidata.org/entity/Q682047	en	SuperValu	en	Bristol Farms	2006-01-01T00:00:00Z
551	http://www.wikidata.org/entity/Q4791865	http://www.wikidata.org/entity/Q2544479	en	Watco Companies	en	Arkansas Southern Railroad	2005-01-01T00:00:00Z
552	http://www.wikidata.org/entity/Q4791309	http://www.wikidata.org/entity/Q6064537	en	Iowa Pacific Holdings	en	Arizona Eastern Railway	2004-01-01T00:00:00Z
553	http://www.wikidata.org/entity/Q5029307	http://www.wikidata.org/entity/Q2645718	en	Grand Trunk Railway	en	Canada Atlantic Railway	1905-01-01T00:00:00Z
554	http://www.wikidata.org/entity/Q5121384	http://www.wikidata.org/entity/Q5059102	en	Centene Corporation	en	Circle Health Group	2021-07-01T00:00:00Z
555	http://www.wikidata.org/entity/Q4848335	http://www.wikidata.org/entity/Q5450530	en	Finlay Enterprises	en	Bailey, Banks & Biddle	2007-11-12T00:00:00Z
556	http://www.wikidata.org/entity/Q4845433	http://www.wikidata.org/entity/Q845632	en	Telenor	en	One Montenegro	2004-01-01T00:00:00Z
557	http://www.wikidata.org/entity/Q5513253	http://www.wikidata.org/entity/Q1485061	en	GE Aerospace	en	GE Aviation Systems	2007-05-04T00:00:00Z
558	http://www.wikidata.org/entity/Q4848335	http://www.wikidata.org/entity/Q8065305	en	Zale Corporation	en	Bailey, Banks & Biddle	1961-10-01T00:00:00Z
559	http://www.wikidata.org/entity/Q5291049	http://www.wikidata.org/entity/Q124726267	en	Canadian General Electric Company Limited	en	Dominion Engineering Works	1962-01-01T00:00:00Z
560	http://www.wikidata.org/entity/Q4819664	http://www.wikidata.org/entity/Q201653	en	SoftBank Group	en	Brightstar Corporation	2014-01-30T00:00:00Z
561	http://www.wikidata.org/entity/Q4822504	http://www.wikidata.org/entity/Q6426028	en	Kohlberg & Company	en	Matthews Aurora Funeral Solutions	2012-01-01T00:00:00Z
562	http://www.wikidata.org/entity/Q4816298	http://www.wikidata.org/entity/Q6517792	en	New York Community Bank	en	Atlantic Bank of New York	2006-01-01T00:00:00Z
563	http://www.wikidata.org/entity/Q5204371	http://www.wikidata.org/entity/Q8075899	en	Zygote Media Group	en	DAZ 3D	http://www.wikidata.org/.well-known/genid/f885c1358efaaa2c7b60c67d38bfab71
564	http://www.wikidata.org/entity/Q4816418	http://www.wikidata.org/entity/Q56528919	en	Atlantic Recording Corporation	en	Atlantic Entertainment Group	1984-01-01T00:00:00Z
565	http://www.wikidata.org/entity/Q5195244	http://www.wikidata.org/entity/Q98081129	en	Twitch Interactive	en	Curse LLC	2016-08-16T00:00:00Z
566	http://www.wikidata.org/entity/Q4655171	http://www.wikidata.org/entity/Q160054	en	AXA	en	Equitable Holdings	1991-01-01T00:00:00Z
567	http://www.wikidata.org/entity/Q5199353	http://www.wikidata.org/entity/Q52825	en	ABB Group	en	Cylon Controls Ltd.	2020-01-01T00:00:00Z
568	http://www.wikidata.org/entity/Q4823331	http://www.wikidata.org/entity/Q2544479	en	Watco Companies	en	Austin Western Railroad	2007-01-01T00:00:00Z
569	http://www.wikidata.org/entity/Q4821656	http://www.wikidata.org/entity/Q11991221	en	Nettbuss Midt-Norge	en	Aukra Auto	2013-01-01T00:00:00Z
570	http://www.wikidata.org/entity/Q5571070	http://www.wikidata.org/entity/Q614283	en	Grupo Globo	en	Globo Filmes	1998-01-01T00:00:00Z
571	http://www.wikidata.org/entity/Q5571068	http://www.wikidata.org/entity/Q614283	en	Grupo Globo	en	Globo.com	2000-03-01T00:00:00Z
572	http://www.wikidata.org/entity/Q5073540	http://www.wikidata.org/entity/Q2477358	en	Indigo	en	Chapters	2001-01-01T00:00:00Z
573	http://www.wikidata.org/entity/Q5476713	http://www.wikidata.org/entity/Q7414	en	The Walt Disney Company	en	21st Century Fox	2019-03-20T00:00:00Z
574	http://www.wikidata.org/entity/Q5570544	http://www.wikidata.org/entity/Q7671766	en	TSYS	en	Global Payments	2019-09-18T00:00:00Z
575	http://www.wikidata.org/entity/Q5476527	http://www.wikidata.org/entity/Q1676243	en	J.C. Flowers & Co.	en	Fox-Pitt Kelton Cochran Caronia Waller	2006-01-01T00:00:00Z
576	http://www.wikidata.org/entity/Q5595054	http://www.wikidata.org/entity/Q105233369	en	Canadian Pacific Electric Lines	en	Grand River Railway	1931-01-01T00:00:00Z
577	http://www.wikidata.org/entity/Q5594525	http://www.wikidata.org/entity/Q2544479	en	Watco Companies	en	Grand Elk Railroad	2009-01-01T00:00:00Z
578	http://www.wikidata.org/entity/Q5665067	http://www.wikidata.org/entity/Q153417	en	Kroger	en	Harris Teeter	2014-01-01T00:00:00Z
579	http://www.wikidata.org/entity/Q5665067	http://www.wikidata.org/entity/Q153417	en	Kroger	en	Harris Teeter	2014-01-01T00:00:00Z
580	http://www.wikidata.org/entity/Q5144641	http://www.wikidata.org/entity/Q2477358	en	Indigo	en	Coles	2001-01-01T00:00:00Z
581	http://www.wikidata.org/entity/Q5330204	http://www.wikidata.org/entity/Q2544479	en	Watco Companies	en	Eastern Idaho Railroad	1993-01-01T00:00:00Z
582	http://www.wikidata.org/entity/Q5144641	http://www.wikidata.org/entity/Q5073540	en	Chapters	en	Coles	1995-01-01T00:00:00Z
583	http://www.wikidata.org/entity/Q6023068	http://www.wikidata.org/entity/Q35476	en	AT&T	en	Indiana Bell	1920-01-01T00:00:00Z
584	http://www.wikidata.org/entity/Q6023068	http://www.wikidata.org/entity/Q35476	en	AT&T	en	Indiana Bell	1920-01-01T00:00:00Z
585	http://www.wikidata.org/entity/Q5346086	http://www.wikidata.org/entity/Q757164	en	Atlas Copco	en	Edwards	2014-01-09T00:00:00Z
586	http://www.wikidata.org/entity/Q5346086	http://www.wikidata.org/entity/Q757164	en	Atlas Copco	en	Edwards	2014-01-09T00:00:00Z
587	http://www.wikidata.org/entity/Q6515843	http://www.wikidata.org/entity/Q5026431	en	Camerons Brewery	en	Leeds Brewery	2016-07-07T00:00:00Z
588	http://www.wikidata.org/entity/Q6515843	http://www.wikidata.org/entity/Q5026431	en	Camerons Brewery	en	Leeds Brewery	2016-07-07T00:00:00Z
589	http://www.wikidata.org/entity/Q5395742	http://www.wikidata.org/entity/Q23045568	en	Musiikki-Fazer	en	Kompass Records	1980-01-01T00:00:00Z
590	http://www.wikidata.org/entity/Q5767794	http://www.wikidata.org/entity/Q181114	en	Stellantis North America	en	Chrysler Fevre Argentina S.A.	1959-01-01T00:00:00Z
591	http://www.wikidata.org/entity/Q6675775	http://www.wikidata.org/entity/Q16988748	en	CoStar Group	en	LoopNet	2012-04-01T00:00:00Z
592	http://www.wikidata.org/entity/Q6506018	http://www.wikidata.org/entity/Q3919670	en	Belgazprombank	en	Single Settlement and Information Space	2016-01-01T00:00:00Z
593	http://www.wikidata.org/entity/Q6541837	http://www.wikidata.org/entity/Q1516562	en	Liberty Media	en	Qurate Retail Group	1998-09-28T00:00:00Z
594	http://www.wikidata.org/entity/Q6506018	http://www.wikidata.org/entity/Q1991373	en	Belagroprombank	en	Single Settlement and Information Space	2016-01-01T00:00:00Z
595	http://www.wikidata.org/entity/Q6506018	http://www.wikidata.org/entity/Q1997334	en	Belarusbank	en	Single Settlement and Information Space	2016-01-01T00:00:00Z
596	http://www.wikidata.org/entity/Q5322556	http://www.wikidata.org/entity/Q201653	en	SoftBank Group	en	Ymobile Corporation	2013-01-01T00:00:00Z
597	http://www.wikidata.org/entity/Q4856033	http://www.wikidata.org/entity/Q1567477	en	Transamerica Corporation	en	Bank of America NT&SA	1930-01-01T00:00:00Z
598	http://www.wikidata.org/entity/Q4856181	http://www.wikidata.org/entity/Q1606050	en	St.George Bank	en	BankSA	1997-01-01T00:00:00Z
599	http://www.wikidata.org/entity/Q4856181	http://www.wikidata.org/entity/Q1606050	en	St.George Bank	en	BankSA	1997-01-01T00:00:00Z
