	subsidiaryname.value	company.value	companyLabel.xml:lang	companyLabel.value	subsidiarynameLabel.xml:lang	subsidiarynameLabel.value	starttime.value
810	http://www.wikidata.org/entity/Q12314176	http://www.wikidata.org/entity/Q3108236	en	Gjensidige		Q12314176	2013-01-01T00:00:00Z
811	http://www.wikidata.org/entity/Q11329118	http://www.wikidata.org/entity/Q931156	en	GS Yuasa	en	GS Yuasa Energy	2016-01-01T00:00:00Z
812	http://www.wikidata.org/entity/Q11329118	http://www.wikidata.org/entity/Q931156	en	GS Yuasa	en	GS Yuasa Energy	2016-01-01T00:00:00Z
813	http://www.wikidata.org/entity/Q11888544	http://www.wikidata.org/entity/Q183412	en	EMI	en	Poko Rekords	2001-01-01T00:00:00Z
814	http://www.wikidata.org/entity/Q11620063	http://www.wikidata.org/entity/Q8069229	en	Zensho Holdings	en	Hanaya Yohei	2008-10-01T00:00:00Z
815	http://www.wikidata.org/entity/Q11431516	http://www.wikidata.org/entity/Q123092199	en	Confex	en	Yumeya	2008-01-01T00:00:00Z
816	http://www.wikidata.org/entity/Q7941609	http://www.wikidata.org/entity/Q1508234	en	Safeway	en	Vons	1997-01-01T00:00:00Z
817	http://www.wikidata.org/entity/Q7941609	http://www.wikidata.org/entity/Q1508234	en	Safeway	en	Vons	1997-01-01T00:00:00Z
818	http://www.wikidata.org/entity/Q7959446	http://www.wikidata.org/entity/Q6772977	en	Marriott Corporation	en	Wag's	1988-01-01T00:00:00Z
819	http://www.wikidata.org/entity/Q7959446	http://www.wikidata.org/entity/Q6772977	en	Marriott Corporation	en	Wag's	1988-01-01T00:00:00Z
820	http://www.wikidata.org/entity/Q7941609	http://www.wikidata.org/entity/Q5635877	en	HSBC Finance	en	Vons	1969-01-01T00:00:00Z
821	http://www.wikidata.org/entity/Q11524080	http://www.wikidata.org/entity/Q11290252	en	EDION	en	Tokyo Edion	2007-10-19T00:00:00Z
822	http://www.wikidata.org/entity/Q11524080	http://www.wikidata.org/entity/Q11290252	en	EDION	en	Tokyo Edion	2007-10-19T00:00:00Z
823	http://www.wikidata.org/entity/Q7941609	http://www.wikidata.org/entity/Q2831861	en	Albertsons	en	Vons	2015-01-01T00:00:00Z
824	http://www.wikidata.org/entity/Q7941609	http://www.wikidata.org/entity/Q2831861	en	Albertsons	en	Vons	2015-01-01T00:00:00Z
825	http://www.wikidata.org/entity/Q7937522	http://www.wikidata.org/entity/Q25245404	en	United Group	en	Vivacom	2020-01-01T00:00:00Z
826	http://www.wikidata.org/entity/Q7937522	http://www.wikidata.org/entity/Q25245404	en	United Group	en	Vivacom	2020-01-01T00:00:00Z
827	http://www.wikidata.org/entity/Q10358198	http://www.wikidata.org/entity/Q615788	en	Grupo Abril	en	Eletromídia	2003-01-01T00:00:00Z
828	http://www.wikidata.org/entity/Q10358198	http://www.wikidata.org/entity/Q615788	en	Grupo Abril	en	Eletromídia	2003-01-01T00:00:00Z
829	http://www.wikidata.org/entity/Q7852896	http://www.wikidata.org/entity/Q2908540	en	Penguin Random House	en	Tundra Books	2012-01-01T00:00:00Z
830	http://www.wikidata.org/entity/Q11960364	http://www.wikidata.org/entity/Q3564797	en	WSOY	en	Bazar Forlag	2019-01-01T00:00:00Z
831	http://www.wikidata.org/entity/Q7939288	http://www.wikidata.org/entity/Q935874	en	Monaco Telecom	en	Epic Malta	2020-01-01T00:00:00Z
832	http://www.wikidata.org/entity/Q7939288	http://www.wikidata.org/entity/Q935874	en	Monaco Telecom	en	Epic Malta	2020-01-01T00:00:00Z
833	http://www.wikidata.org/entity/Q11822183	http://www.wikidata.org/entity/Q304944	en	České dráhy	en	Dopravní vzdělávací institut	2015-12-31T00:00:00Z
834	http://www.wikidata.org/entity/Q11822183	http://www.wikidata.org/entity/Q304944	en	České dráhy	en	Dopravní vzdělávací institut	2015-12-31T00:00:00Z
835	http://www.wikidata.org/entity/Q12358026	http://www.wikidata.org/entity/Q2625965	en	Valio	en	Võru Juust	2003-01-01T00:00:00Z
836	http://www.wikidata.org/entity/Q12358026	http://www.wikidata.org/entity/Q2625965	en	Valio	en	Võru Juust	2003-01-01T00:00:00Z
837	http://www.wikidata.org/entity/Q12378139	http://www.wikidata.org/entity/Q2625965	en	Valio	en	Valio Eesti	1993-01-01T00:00:00Z
838	http://www.wikidata.org/entity/Q12378139	http://www.wikidata.org/entity/Q2625965	en	Valio	en	Valio Eesti	1993-01-01T00:00:00Z
839	http://www.wikidata.org/entity/Q11859611	http://www.wikidata.org/entity/Q2625965	en	Valio	en	Finlandia Cheese	1992-01-01T00:00:00Z
840	http://www.wikidata.org/entity/Q11859611	http://www.wikidata.org/entity/Q2625965	en	Valio	en	Finlandia Cheese	1992-01-01T00:00:00Z
841	http://www.wikidata.org/entity/Q11774311	http://www.wikidata.org/entity/Q54981851	en	HP TRONIC-prodejny elektro	en	Datart	2017-01-01T00:00:00Z
842	http://www.wikidata.org/entity/Q11774311	http://www.wikidata.org/entity/Q54981851	en	HP TRONIC-prodejny elektro	en	Datart	2017-01-01T00:00:00Z
843	http://www.wikidata.org/entity/Q11584809	http://www.wikidata.org/entity/Q11524080	en	Tokyo Edion	en	Ishimaru Denki	2007-11-01T00:00:00Z
844	http://www.wikidata.org/entity/Q12004589	http://www.wikidata.org/entity/Q1024566	en	CVC Capital Partners	en	Synsam	2014-01-01T00:00:00Z
845	http://www.wikidata.org/entity/Q12004589	http://www.wikidata.org/entity/Q1024566	en	CVC Capital Partners	en	Synsam	2014-01-01T00:00:00Z
846	http://www.wikidata.org/entity/Q12004589	http://www.wikidata.org/entity/Q113414452		Q113414452	en	Synsam	2009-01-01T00:00:00Z
847	http://www.wikidata.org/entity/Q11860734	http://www.wikidata.org/entity/Q10681448	en	Storytel	en	Gummerus	2019-01-01T00:00:00Z
848	http://www.wikidata.org/entity/Q15712316	http://www.wikidata.org/entity/Q15712258	en	FlixBus	en	ADAC Postbus	2016-01-01T00:00:00Z
849	http://www.wikidata.org/entity/Q11875879	http://www.wikidata.org/entity/Q11885973	en	Otava Group	en	Like Publishing	2006-01-01T00:00:00Z
850	http://www.wikidata.org/entity/Q11875879	http://www.wikidata.org/entity/Q11885973	en	Otava Group	en	Like Publishing	2006-01-01T00:00:00Z
851	http://www.wikidata.org/entity/Q11653409	http://www.wikidata.org/entity/Q11509159	en	Nihon Chouzai	en	Choseido Pharmaceutical	2013-04-01T00:00:00Z
852	http://www.wikidata.org/entity/Q12195302	http://www.wikidata.org/entity/Q37156	en	IBM	en	Object Technology International	1996-01-01T00:00:00Z
853	http://www.wikidata.org/entity/Q12195302	http://www.wikidata.org/entity/Q37156	en	IBM	en	Object Technology International	1996-01-01T00:00:00Z
854	http://www.wikidata.org/entity/Q11660564	http://www.wikidata.org/entity/Q11295838	en	GaiaX	en	Denen	2006-01-01T00:00:00Z
855	http://www.wikidata.org/entity/Q11660564	http://www.wikidata.org/entity/Q11298896	en	CrowdWorks	en	Denen	2017-11-01T00:00:00Z
856	http://www.wikidata.org/entity/Q11457851	http://www.wikidata.org/entity/Q11288687	en	Welcia Yakkyoku	en	Welcia Kaigo Service	2008-11-01T00:00:00Z
857	http://www.wikidata.org/entity/Q11528241	http://www.wikidata.org/entity/Q118132362	en	Midea International	en	Toshiba Lifestyle Products & Services	2016-06-30T00:00:00Z
858	http://www.wikidata.org/entity/Q11660564	http://www.wikidata.org/entity/Q201653	en	SoftBank Group	en	Denen	2020-07-01T00:00:00Z
859	http://www.wikidata.org/entity/Q12070488	http://www.wikidata.org/entity/Q110979074	en	Yadav Enterprises	en	Taco Cabana	2021-08-17T00:00:00Z
860	http://www.wikidata.org/entity/Q14541544	http://www.wikidata.org/entity/Q16680243	en	Tinno	en	Wiko	2011-01-01T00:00:00Z
861	http://www.wikidata.org/entity/Q14623752	http://www.wikidata.org/entity/Q110049596	en	United Media	en	Nova BH	2018-01-01T00:00:00Z
862	http://www.wikidata.org/entity/Q15857244	http://www.wikidata.org/entity/Q701237	en	Hypo Real Estate	en	Deutsche Pfandbriefbank	2009-01-01T00:00:00Z
863	http://www.wikidata.org/entity/Q11853880	http://www.wikidata.org/entity/Q23045568	en	Musiikki-Fazer	en	Bang Trax	1990-01-01T00:00:00Z
864	http://www.wikidata.org/entity/Q11859613	http://www.wikidata.org/entity/Q23045568	en	Musiikki-Fazer	en	Finlandia Records	1979-01-01T00:00:00Z
865	http://www.wikidata.org/entity/Q11859643	http://www.wikidata.org/entity/Q23045568	en	Musiikki-Fazer	en	Finndisc	1972-01-01T00:00:00Z
866	http://www.wikidata.org/entity/Q11859679	http://www.wikidata.org/entity/Q23045568	en	Musiikki-Fazer	en	Finnlevy	1966-01-01T00:00:00Z
867	http://www.wikidata.org/entity/Q13031358	http://www.wikidata.org/entity/Q815069	en	BelAZ	en	MaAZ	2012-01-01T00:00:00Z
868	http://www.wikidata.org/entity/Q11859643	http://www.wikidata.org/entity/Q23045581	en	Scandia-Musiikki Oy	en	Finndisc	1971-01-01T00:00:00Z
869	http://www.wikidata.org/entity/Q15804138	http://www.wikidata.org/entity/Q98928488	en	Kape Technologies	en	CyberGhost	2017-03-01T00:00:00Z
870	http://www.wikidata.org/entity/Q13462819	http://www.wikidata.org/entity/Q95	en	Google	en	Niantic	2010-01-01T00:00:00Z
871	http://www.wikidata.org/entity/Q14915070	http://www.wikidata.org/entity/Q845632	en	Telenor	en	Yettel Bulgaria	2013-01-01T00:00:00Z
872	http://www.wikidata.org/entity/Q16142851	http://www.wikidata.org/entity/Q615788	en	Grupo Abril	en	Abril Music	1998-01-01T00:00:00Z
873	http://www.wikidata.org/entity/Q16142851	http://www.wikidata.org/entity/Q615788	en	Grupo Abril	en	Abril Music	1998-01-01T00:00:00Z
874	http://www.wikidata.org/entity/Q15911727	http://www.wikidata.org/entity/Q860580	en	Tencent	en	Cloudary Corporation	2015-01-01T00:00:00Z
875	http://www.wikidata.org/entity/Q15141302	http://www.wikidata.org/entity/Q2544479	en	Watco Companies	en	Ann Arbor Railroad	2013-01-01T00:00:00Z
876	http://www.wikidata.org/entity/Q12740640	http://www.wikidata.org/entity/Q56317371	en	Dr. Max	en	Sensiblu	2018-01-01T00:00:00Z
877	http://www.wikidata.org/entity/Q12740640	http://www.wikidata.org/entity/Q56317371	en	Dr. Max	en	Sensiblu	2018-01-01T00:00:00Z
878	http://www.wikidata.org/entity/Q16321326	http://www.wikidata.org/entity/Q380	en	Meta Platforms	en	Reality Labs	2004-01-01T00:00:00Z
879	http://www.wikidata.org/entity/Q16949741	http://www.wikidata.org/entity/Q19923099	en	Hewlett Packard Enterprise	en	Silver Peak Systems	2020-09-21T00:00:00Z
880	http://www.wikidata.org/entity/Q16949741	http://www.wikidata.org/entity/Q19923099	en	Hewlett Packard Enterprise	en	Silver Peak Systems	2020-09-21T00:00:00Z
881	http://www.wikidata.org/entity/Q16531742	http://www.wikidata.org/entity/Q725634	en	Ashland Inc.	en	Valvoline	1949-01-01T00:00:00Z
882	http://www.wikidata.org/entity/Q16531742	http://www.wikidata.org/entity/Q725634	en	Ashland Inc.	en	Valvoline	1949-01-01T00:00:00Z
883	http://www.wikidata.org/entity/Q17076224	http://www.wikidata.org/entity/Q98928488	en	Kape Technologies	en	Private Internet Access	2019-12-01T00:00:00Z
884	http://www.wikidata.org/entity/Q16956409	http://www.wikidata.org/entity/Q46974	en	Canadian Pacific Railway	en	Central Maine & Quebec Railway	2019-01-01T00:00:00Z
885	http://www.wikidata.org/entity/Q17092806	http://www.wikidata.org/entity/Q1329236	en	Finlayson	en	Porin Puuvilla	1970-01-01T00:00:00Z
886	http://www.wikidata.org/entity/Q17092806	http://www.wikidata.org/entity/Q1329236	en	Finlayson	en	Porin Puuvilla	1970-01-01T00:00:00Z
887	http://www.wikidata.org/entity/Q17091909	http://www.wikidata.org/entity/Q797607	en	Babcock & Brown	en	Nomura Babcock & Brown	1986-03-01T00:00:00Z
888	http://www.wikidata.org/entity/Q16531742	http://www.wikidata.org/entity/Q679322	en	Saudi Aramco	en	Valvoline	2023-03-01T00:00:00Z
889	http://www.wikidata.org/entity/Q16531742	http://www.wikidata.org/entity/Q679322	en	Saudi Aramco	en	Valvoline	2023-03-01T00:00:00Z
890	http://www.wikidata.org/entity/Q16538568	http://www.wikidata.org/entity/Q2283	en	Microsoft	en	Microsoft Mobile	2014-04-01T00:00:00Z
891	http://www.wikidata.org/entity/Q16558209	http://www.wikidata.org/entity/Q1550888	en	Grupo ACS	en	Dragados	2003-01-01T00:00:00Z
892	http://www.wikidata.org/entity/Q17108901	http://www.wikidata.org/entity/Q2831861	en	Albertsons	en	United Supermarkets	2014-01-01T00:00:00Z
893	http://www.wikidata.org/entity/Q17108901	http://www.wikidata.org/entity/Q2831861	en	Albertsons	en	United Supermarkets	2014-01-01T00:00:00Z
894	http://www.wikidata.org/entity/Q16635462	http://www.wikidata.org/entity/Q102673	en	Gazprom	en	Volzhsky synthetic fiber plant	2012-01-01T00:00:00Z
895	http://www.wikidata.org/entity/Q16542839	http://www.wikidata.org/entity/Q3552639	en	Usine d'Athus		Q16542839	1927-01-01T00:00:00Z
896	http://www.wikidata.org/entity/Q17153156	http://www.wikidata.org/entity/Q787239	en	Platinum Equity	en	McGraw-Hill Education	2021-01-01T00:00:00Z
897	http://www.wikidata.org/entity/Q17153156	http://www.wikidata.org/entity/Q787239	en	Platinum Equity	en	McGraw-Hill Education	2021-01-01T00:00:00Z
898	http://www.wikidata.org/entity/Q16970526	http://www.wikidata.org/entity/Q392445	en	Aerojet Rocketdyne Holdings	en	Aerojet Rocketdyne	2013-01-01T00:00:00Z
899	http://www.wikidata.org/entity/Q16912277	http://www.wikidata.org/entity/Q1333162	en	WSP Global	en	WSP USA	2017-01-01T00:00:00Z
900	http://www.wikidata.org/entity/Q16486679	http://www.wikidata.org/entity/Q3512525	en	TVA		Q16486679	1999-01-01T00:00:00Z
901	http://www.wikidata.org/entity/Q15238797	http://www.wikidata.org/entity/Q451476	en	Scotiabank	en	Tangerine	2012-11-01T00:00:00Z
902	http://www.wikidata.org/entity/Q12811293	http://www.wikidata.org/entity/Q4855883	en	BankBoston	en	ING Türkiye	1984-01-01T00:00:00Z
903	http://www.wikidata.org/entity/Q16912277	http://www.wikidata.org/entity/Q804920	en	Balfour Beatty	en	WSP USA	2009-01-01T00:00:00Z
904	http://www.wikidata.org/entity/Q16912277	http://www.wikidata.org/entity/Q804920	en	Balfour Beatty	en	WSP USA	2009-01-01T00:00:00Z
905	http://www.wikidata.org/entity/Q16641937	http://www.wikidata.org/entity/Q3265728	en	Tower Records	en	Tower Records Japan Inc.	http://www.wikidata.org/.well-known/genid/01adb9e909fa27f2fd8ccf0e797333c9
906	http://www.wikidata.org/entity/Q19839771	http://www.wikidata.org/entity/Q372445	en	Nobina	en	Nobina Finland	2000-01-01T00:00:00Z
907	http://www.wikidata.org/entity/Q19839771	http://www.wikidata.org/entity/Q372445	en	Nobina	en	Nobina Finland	2000-01-01T00:00:00Z
908	http://www.wikidata.org/entity/Q16987731	http://www.wikidata.org/entity/Q918390	en	Sky Group	en	ITV Digital Channels Ltd	1996-01-01T00:00:00Z
909	http://www.wikidata.org/entity/Q16997492	http://www.wikidata.org/entity/Q6648755	en	Littelfuse	en	IXYS Corporation	2017-08-01T00:00:00Z
910	http://www.wikidata.org/entity/Q17217391	http://www.wikidata.org/entity/Q11408889	en	Hakuhodo DY Media Partners	en	DataStadium	2009-05-20T00:00:00Z
911	http://www.wikidata.org/entity/Q11900107	http://www.wikidata.org/entity/Q2625965	en	Valio	en	Valio Sverige	1994-01-01T00:00:00Z
912	http://www.wikidata.org/entity/Q11900107	http://www.wikidata.org/entity/Q2625965	en	Valio	en	Valio Sverige	1994-01-01T00:00:00Z
913	http://www.wikidata.org/entity/Q11541600	http://www.wikidata.org/entity/Q115616810	en	Rakuten Securities Holdings	en	Rakuten Securities	2022-10-03T00:00:00Z
914	http://www.wikidata.org/entity/Q11541600	http://www.wikidata.org/entity/Q115616810	en	Rakuten Securities Holdings	en	Rakuten Securities	2022-11-01T00:00:00Z
915	http://www.wikidata.org/entity/Q11541586	http://www.wikidata.org/entity/Q973054	en	Rakuten	en	Rakuten Edy	2014-01-01T00:00:00Z
916	http://www.wikidata.org/entity/Q11541586	http://www.wikidata.org/entity/Q973054	en	Rakuten	en	Rakuten Edy	2014-01-01T00:00:00Z
917	http://www.wikidata.org/entity/Q11541601	http://www.wikidata.org/entity/Q973054	en	Rakuten	en	Rakuten Bank	2022-04-01T00:00:00Z
918	http://www.wikidata.org/entity/Q11541601	http://www.wikidata.org/entity/Q973054	en	Rakuten	en	Rakuten Bank	2022-04-01T00:00:00Z
919	http://www.wikidata.org/entity/Q11886219	http://www.wikidata.org/entity/Q23045568	en	Musiikki-Fazer	en	PSO	1981-01-01T00:00:00Z
920	http://www.wikidata.org/entity/Q11541600	http://www.wikidata.org/entity/Q6884799	en	Mizuho Securities	en	Rakuten Securities	2022-11-01T00:00:00Z
921	http://www.wikidata.org/entity/Q14933257	http://www.wikidata.org/entity/Q22909667	en	Vizzuality	en	Carto	http://www.wikidata.org/.well-known/genid/cb41fa02ae75df865d9ca2259cd0019b
922	http://www.wikidata.org/entity/Q12051566	http://www.wikidata.org/entity/Q58218859	en	Severočeská vodárenská společnost	en	Severočeské vodovody a kanalizace	2018-01-01T00:00:00Z
923	http://www.wikidata.org/entity/Q12051566	http://www.wikidata.org/entity/Q58218859	en	Severočeská vodárenská společnost	en	Severočeské vodovody a kanalizace	2018-01-01T00:00:00Z
924	http://www.wikidata.org/entity/Q11541586	http://www.wikidata.org/entity/Q115616722	en	Rakuten Payment	en	Rakuten Edy	2019-01-01T00:00:00Z
925	http://www.wikidata.org/entity/Q11902321	http://www.wikidata.org/entity/Q3564797	en	WSOY	en	Weilin+Göös	1995-01-01T00:00:00Z
926	http://www.wikidata.org/entity/Q18700850	http://www.wikidata.org/entity/Q115616651		Q115616651	en	O-net Inc.	2018-12-28T00:00:00Z
927	http://www.wikidata.org/entity/Q18689303	http://www.wikidata.org/entity/Q4356678	en	Rosenlew		Q18689303	1960-01-01T00:00:00Z
928	http://www.wikidata.org/entity/Q18689131	http://www.wikidata.org/entity/Q18689122	en	NoHo Partners	en	Royal Ravintolat	2018-01-01T00:00:00Z
929	http://www.wikidata.org/entity/Q18689131	http://www.wikidata.org/entity/Q18689122	en	NoHo Partners	en	Royal Ravintolat	2018-01-01T00:00:00Z
930	http://www.wikidata.org/entity/Q18759808	http://www.wikidata.org/entity/Q60053872	en	Fintraffic	en	Fintraffic Railway	2019-01-01T00:00:00Z
931	http://www.wikidata.org/entity/Q17018818	http://www.wikidata.org/entity/Q55221667	en	North United Power Corporation	en	Inner Mongolia Mengdian Huaneng Thermal Power Corporation Limited	2004-01-01T00:00:00Z
932	http://www.wikidata.org/entity/Q17500896	http://www.wikidata.org/entity/Q860580	en	Tencent	en	WeBank	2014-01-01T00:00:00Z
933	http://www.wikidata.org/entity/Q18700766	http://www.wikidata.org/entity/Q716457	en	Toyota Tsusho	en	Terras Energy	2023-04-28T00:00:00Z
934	http://www.wikidata.org/entity/Q20088582	http://www.wikidata.org/entity/Q1979720	en	PPF Group	en	CETIN	2016-12-31T00:00:00Z
935	http://www.wikidata.org/entity/Q20088582	http://www.wikidata.org/entity/Q1979720	en	PPF Group	en	CETIN	2016-12-31T00:00:00Z
936	http://www.wikidata.org/entity/Q20088585	http://www.wikidata.org/entity/Q1979720	en	PPF Group	en	Home Credit	2016-12-31T00:00:00Z
937	http://www.wikidata.org/entity/Q20088585	http://www.wikidata.org/entity/Q1979720	en	PPF Group	en	Home Credit	2016-12-31T00:00:00Z
938	http://www.wikidata.org/entity/Q19382891	http://www.wikidata.org/entity/Q11974977	en	Hemne Orkladal Billag	en	Nettbuss Møre	1998-09-01T00:00:00Z
939	http://www.wikidata.org/entity/Q17769260	http://www.wikidata.org/entity/Q106541653	en	Eide Auto	en	Eide Auto Buss	2001-01-01T00:00:00Z
940	http://www.wikidata.org/entity/Q17776242	http://www.wikidata.org/entity/Q7050589	en	Nordea Bank Norge	en	Gjensidige Bank	2019-03-01T00:00:00Z
941	http://www.wikidata.org/entity/Q17985544	http://www.wikidata.org/entity/Q380	en	Meta Platforms	en	Mapillary AB	2020-06-18T00:00:00Z
942	http://www.wikidata.org/entity/Q19382891	http://www.wikidata.org/entity/Q7000460	en	Vy Buss	en	Nettbuss Møre	2003-07-01T00:00:00Z
943	http://www.wikidata.org/entity/Q20080412	http://www.wikidata.org/entity/Q18168364	en	Sears Hometown and Outlet Stores	en	Sears Outlet	2012-01-01T00:00:00Z
944	http://www.wikidata.org/entity/Q21018855	http://www.wikidata.org/entity/Q201653	en	SoftBank Group		Q21018855	2014-11-01T00:00:00Z
945	http://www.wikidata.org/entity/Q20571997	http://www.wikidata.org/entity/Q1264258	en	Telekom Srpske	en	Blicnet	2019-01-01T00:00:00Z
946	http://www.wikidata.org/entity/Q20571997	http://www.wikidata.org/entity/Q1264258	en	Telekom Srpske	en	Blicnet	2019-01-01T00:00:00Z
947	http://www.wikidata.org/entity/Q20539302	http://www.wikidata.org/entity/Q2544479	en	Watco Companies	en	Birmingham Terminal Railway	2012-01-01T00:00:00Z
948	http://www.wikidata.org/entity/Q20571997	http://www.wikidata.org/entity/Q1335433	en	Telekom Slovenije	en	Blicnet	2007-01-01T00:00:00Z
949	http://www.wikidata.org/entity/Q20571997	http://www.wikidata.org/entity/Q1335433	en	Telekom Slovenije	en	Blicnet	2007-01-01T00:00:00Z
950	http://www.wikidata.org/entity/Q18165919	http://www.wikidata.org/entity/Q1676554	en	JBS S.A.	en	Huon Aquaculture	2021-11-17T00:00:00Z
951	http://www.wikidata.org/entity/Q18165919	http://www.wikidata.org/entity/Q1676554	en	JBS S.A.	en	Huon Aquaculture	2021-11-17T00:00:00Z
952	http://www.wikidata.org/entity/Q18680101	http://www.wikidata.org/entity/Q11852753	en	Art House	en	Jalava	1988-01-01T00:00:00Z
953	http://www.wikidata.org/entity/Q18643654	http://www.wikidata.org/entity/Q19923099	en	Hewlett Packard Enterprise	en	HP Enterprise Services	2015-11-01T00:00:00Z
954	http://www.wikidata.org/entity/Q18643654	http://www.wikidata.org/entity/Q19923099	en	Hewlett Packard Enterprise	en	HP Enterprise Services	2015-11-01T00:00:00Z
955	http://www.wikidata.org/entity/Q18662638	http://www.wikidata.org/entity/Q1329236	en	Finlayson	en	Vaasan puuvilla Osakeyhtiö	1963-01-01T00:00:00Z
956	http://www.wikidata.org/entity/Q18662638	http://www.wikidata.org/entity/Q1329236	en	Finlayson	en	Vaasan puuvilla Osakeyhtiö	1963-01-01T00:00:00Z
957	http://www.wikidata.org/entity/Q18680094	http://www.wikidata.org/entity/Q3564797	en	WSOY	en	Docendo	1990-01-01T00:00:00Z
958	http://www.wikidata.org/entity/Q17307984	http://www.wikidata.org/entity/Q119400490	en	Deutsche Hefewerke	en	Hefefabrik Wulf	1927-01-01T00:00:00Z
959	http://www.wikidata.org/entity/Q19909857	http://www.wikidata.org/entity/Q30263299	en	Mekhanobr Appliances		Q19909857	1958-01-01T00:00:00Z
960	http://www.wikidata.org/entity/Q20900482	http://www.wikidata.org/entity/Q4581905	en	Telemark Bilruter	en	Agder Buss	2013-01-01T00:00:00Z
961	http://www.wikidata.org/entity/Q18812439	http://www.wikidata.org/entity/Q742422	en	PKP Cargo	en	Advanced World Transport	2015-01-01T00:00:00Z
962	http://www.wikidata.org/entity/Q20056888	http://www.wikidata.org/entity/Q125764615	en	Trunk Invest Limited	en	AB - Credit	2007-01-23T00:00:00Z
963	http://www.wikidata.org/entity/Q27966780	http://www.wikidata.org/entity/Q11452539	en	Baoshan Iron & Steel	en	Meishan Iron and Steel	2018-12-31T00:00:00Z
964	http://www.wikidata.org/entity/Q27966719	http://www.wikidata.org/entity/Q11452539	en	Baoshan Iron & Steel	en	Wuhan Iron and Steel (joint-stock)	2018-12-31T00:00:00Z
965	http://www.wikidata.org/entity/Q23038143	http://www.wikidata.org/entity/Q259013	en	Centrica	en	Bord Gáis Energy	2014-07-01T00:00:00Z
966	http://www.wikidata.org/entity/Q23038143	http://www.wikidata.org/entity/Q259013	en	Centrica	en	Bord Gáis Energy	2014-07-01T00:00:00Z
967	http://www.wikidata.org/entity/Q23045581	http://www.wikidata.org/entity/Q23045568	en	Musiikki-Fazer	en	Scandia-Musiikki Oy	1972-01-01T00:00:00Z
968	http://www.wikidata.org/entity/Q23045034	http://www.wikidata.org/entity/Q23045568	en	Musiikki-Fazer	en	Discophon	1992-01-01T00:00:00Z
969	http://www.wikidata.org/entity/Q23020249	http://www.wikidata.org/entity/Q3295867	en	The Coca-Cola Company	en	Chi Limited	2019-01-30T00:00:00Z
970	http://www.wikidata.org/entity/Q28050561	http://www.wikidata.org/entity/Q15712258	en	FlixBus	en	HELLÖ	2017-01-01T00:00:00Z
971	http://www.wikidata.org/entity/Q23035319	http://www.wikidata.org/entity/Q1567477	en	Transamerica Corporation	en	Banca d’America e d’Italia	1928-01-01T00:00:00Z
972	http://www.wikidata.org/entity/Q23045568	http://www.wikidata.org/entity/Q60880792	en	Warner Music Finland Oy	en	Musiikki-Fazer	1994-11-30T00:00:00Z
973	http://www.wikidata.org/entity/Q28971006	http://www.wikidata.org/entity/Q157062	en	Unilever	en	Unilever (Germany)	2008-01-01T00:00:00Z
974	http://www.wikidata.org/entity/Q28224784	http://www.wikidata.org/entity/Q58561816	en	Rosewood Hotel Group	en	Penta Hotels	2013-01-01T00:00:00Z
975	http://www.wikidata.org/entity/Q28224784	http://www.wikidata.org/entity/Q58561816	en	Rosewood Hotel Group	en	Penta Hotels	2013-01-01T00:00:00Z
976	http://www.wikidata.org/entity/Q22075706	http://www.wikidata.org/entity/Q1017682	en	Busscar	en	Vest-Busscar	2001-02-19T00:00:00Z
977	http://www.wikidata.org/entity/Q18049522	http://www.wikidata.org/entity/Q5003490	en	BuzzFeed	en	HuffPost	2020-01-01T00:00:00Z
978	http://www.wikidata.org/entity/Q18049522	http://www.wikidata.org/entity/Q27585	en	AOL	en	HuffPost	2011-02-07T00:00:00Z
979	http://www.wikidata.org/entity/Q18049522	http://www.wikidata.org/entity/Q27585	en	AOL	en	HuffPost	2011-02-07T00:00:00Z
980	http://www.wikidata.org/entity/Q20186997	http://www.wikidata.org/entity/Q1044059	en	Carnival Corporation & plc	en	Fathom	2015-01-01T00:00:00Z
981	http://www.wikidata.org/entity/Q19392994	http://www.wikidata.org/entity/Q30338253	en	Trelleborg Holding Norge	en	Vipo AS	2021-07-27T00:00:00Z
982	http://www.wikidata.org/entity/Q21178899	http://www.wikidata.org/entity/Q3295867	en	The Coca-Cola Company	en	Fuze Beverage	2007-02-01T00:00:00Z
983	http://www.wikidata.org/entity/Q27830745	http://www.wikidata.org/entity/Q45252891	en	Mall Group	en	E-commerce Holding	2017-01-01T00:00:00Z
984	http://www.wikidata.org/entity/Q27830745	http://www.wikidata.org/entity/Q45252891	en	Mall Group	en	E-commerce Holding	2017-01-01T00:00:00Z
985	http://www.wikidata.org/entity/Q21200483	http://www.wikidata.org/entity/Q1586343	en	Harry-Brot	en	Back-Factory	2002-01-01T00:00:00Z
986	http://www.wikidata.org/entity/Q24035181	http://www.wikidata.org/entity/Q24035185	en	Sound Energy	en	Apennine Energy	2016-05-06T00:00:00Z
987	http://www.wikidata.org/entity/Q24035107	http://www.wikidata.org/entity/Q24035155	en	Hunter Hall Investment Management Ltd	en	Po Valley Energy Limited	2016-05-06T00:00:00Z
988	http://www.wikidata.org/entity/Q24035625	http://www.wikidata.org/entity/Q16258185	en	Petroceltic International	en	Petroceltic Italia	2016-05-08T00:00:00Z
