	acronymId.type	acronymId.value	starttime.datatype	starttime.type	starttime.value	company.type	company.value	companyLabel.xml:lang	companyLabel.type	companyLabel.value	acronym.xml:lang	acronym.type	acronym.value	endtime.datatype	endtime.type	endtime.value
767	uri	http://www.wikidata.org/entity/statement/Q4425165-75364e60-474c-ced1-ee6e-d8ea289b6145				uri	http://www.wikidata.org/entity/Q4425165	en	literal	Smorgon assembly plant	ru	literal	ОАО Сморгонский агрегатный завод			
768	uri	http://www.wikidata.org/entity/statement/Q4425165-fe76f5a5-4fce-7d15-530b-528fd9e812b1				uri	http://www.wikidata.org/entity/Q4425165	en	literal	Smorgon assembly plant	en	literal	Smorgon assembly plant OJSC			
769	uri	http://www.wikidata.org/entity/statement/Q4570270-5e18732e-411d-0cb8-c4ec-9d79be8e5b9b				uri	http://www.wikidata.org/entity/Q4570270	en	literal	Kongsberg Satellite Services	nb	literal	KSAT			
770	uri	http://www.wikidata.org/entity/statement/Q4570270-ed292cb6-4aed-92f5-e958-9a6c8b4765ec				uri	http://www.wikidata.org/entity/Q4570270	en	literal	Kongsberg Satellite Services	en	literal	KSAT			
771	uri	http://www.wikidata.org/entity/statement/Q713418-5f2c6626-4205-290a-ed80-af56ad4bfaac				uri	http://www.wikidata.org/entity/Q713418	en	literal	TSMC	en	literal	TSMC			
772	uri	http://www.wikidata.org/entity/statement/Q713418-4e0de06c-491f-b27c-5bc9-3482dec86bbb				uri	http://www.wikidata.org/entity/Q713418	en	literal	TSMC	zh-hant	literal	台積電			
773	uri	http://www.wikidata.org/entity/statement/Q11320488-57f226f8-41f1-4475-85ca-c2257e9ce48f				uri	http://www.wikidata.org/entity/Q11320488	en	literal	Digital Hollywood	ja	literal	デジハリ			
774	uri	http://www.wikidata.org/entity/statement/Q5935929-5272bac6-4925-0f6e-171f-64ca2ff2f415				uri	http://www.wikidata.org/entity/Q5935929	en	literal	Telecommunication Infrastructure Company	en	literal	TIC			
775	uri	http://www.wikidata.org/entity/statement/Q11417001-30c47f93-4ba9-9d7b-cb0f-22ad038d1c37				uri	http://www.wikidata.org/entity/Q11417001	en	literal	Ajinomoto AGF	en	literal	AGF			
776	uri	http://www.wikidata.org/entity/statement/Q1474875-f5e01870-47c8-a1a4-0dd8-619ccc22d5fd				uri	http://www.wikidata.org/entity/Q1474875		literal	Q1474875	de	literal	KSV1870			
777	uri	http://www.wikidata.org/entity/statement/Q30296699-B1758915-E877-442F-B161-879C36C43AB3				uri	http://www.wikidata.org/entity/Q30296699	en	literal	Forschungskuratorium Textil	de	literal	FKT			
778	uri	http://www.wikidata.org/entity/statement/Q30285082-2d813f10-477e-8ef1-f4af-b082d4790584				uri	http://www.wikidata.org/entity/Q30285082	en	literal	Prüf und Forschungsinstitut Pirmasens	de	literal	PFI			
779	uri	http://www.wikidata.org/entity/statement/Q117306389-3fdba2b1-41cd-7338-02ac-0c8fbe607637				uri	http://www.wikidata.org/entity/Q117306389		literal	Q117306389	fr	literal	SONARA			
780	uri	http://www.wikidata.org/entity/statement/Q487907-cae25f68-467e-9ef3-bf89-3c2bbd4845f7				uri	http://www.wikidata.org/entity/Q487907	en	literal	Bank of America	en	literal	BofA			
781	uri	http://www.wikidata.org/entity/statement/Q487907-cae25f68-467e-9ef3-bf89-3c2bbd4845f7				uri	http://www.wikidata.org/entity/Q487907	en	literal	Bank of America	en	literal	BofA			
782	uri	http://www.wikidata.org/entity/statement/Q1568193-b9972149-45bf-1ead-5e67-03b3e678ed30				uri	http://www.wikidata.org/entity/Q1568193		literal	Q1568193	de	literal	HDNA			
783	uri	http://www.wikidata.org/entity/statement/Q607531-a2ec44fd-4268-5e3d-3ed5-8022721ca378				uri	http://www.wikidata.org/entity/Q607531	en	literal	Techniker Krankenkasse	de	literal	TK			
784	uri	http://www.wikidata.org/entity/statement/Q835141-920f1774-45e6-0c56-a2cb-e81549e9b783				uri	http://www.wikidata.org/entity/Q835141	en	literal	Allgemeine Ortskrankenkasse	de	literal	AOK			
785	uri	http://www.wikidata.org/entity/statement/Q103482239-6c417f0a-491d-08a0-deb0-1f2bb28f3974				uri	http://www.wikidata.org/entity/Q103482239		literal	Q103482239	de	literal	VLV			
786	uri	http://www.wikidata.org/entity/statement/Q1185381-c0a8f607-4d8f-f1f3-f27d-49607043e375				uri	http://www.wikidata.org/entity/Q1185381	en	literal	Don Quijote	ja	literal	ドンキ			
787	uri	http://www.wikidata.org/entity/statement/Q8014776-41623718-4e5c-01a7-9a58-d27fd2e71366				uri	http://www.wikidata.org/entity/Q8014776	en	literal	Matsumoto Kiyoshi	ja	literal	マツキヨ			
788	uri	http://www.wikidata.org/entity/statement/Q8014776-f92e81e9-4474-971f-7b40-b86e461fded2				uri	http://www.wikidata.org/entity/Q8014776	en	literal	Matsumoto Kiyoshi	en	literal	Matsukiyo			
789	uri	http://www.wikidata.org/entity/statement/Q301367-934d7a2f-445c-9b2a-6065-cd106abe3cb2				uri	http://www.wikidata.org/entity/Q301367		literal	Q301367	de	literal	ÖBV			
790	uri	http://www.wikidata.org/entity/statement/Q59356910-276b32df-4bc9-c158-5882-8cc8ae8a29ed				uri	http://www.wikidata.org/entity/Q59356910	en	literal	DFV Deutsche Familienversicherung	de	literal	DFV			
791	uri	http://www.wikidata.org/entity/statement/Q3997783-f43ce6ca-42e2-448e-80b3-a9fc4e3df135				uri	http://www.wikidata.org/entity/Q3997783	en	literal	Trasporti Pubblici Luganesi	it	literal	TPL			
792	uri	http://www.wikidata.org/entity/statement/Q22676655-32de9d4d-40a5-05ba-d3e1-ab0dfa914af6				uri	http://www.wikidata.org/entity/Q22676655	en	literal	RedaktionsNetzwerk Deutschland	de	literal	RND			
793	uri	http://www.wikidata.org/entity/statement/Q666809-9f85d499-4006-9aa0-f991-d915f65c3f38				uri	http://www.wikidata.org/entity/Q666809	en	literal	PostBus Switzerland	de	literal	PAG			
794	uri	http://www.wikidata.org/entity/statement/Q11246105-3968a619-41bc-0776-fdc2-21837b0a1ea1				uri	http://www.wikidata.org/entity/Q11246105	en	literal	Lithuania Bushido Federation	en	literal	LBF			
795	uri	http://www.wikidata.org/entity/statement/Q2537139-53a0caa0-4ad7-c37a-7986-5cea34b57f1e				uri	http://www.wikidata.org/entity/Q2537139	en	literal	WGV-Versicherungen	de	literal	WGV			
796	uri	http://www.wikidata.org/entity/statement/Q111221536-395175af-4b9e-aad6-3950-c3833d81ee72				uri	http://www.wikidata.org/entity/Q111221536	en	literal	AIRYPRODUCTION Inc.	ja	literal	エアプロ			
797	uri	http://www.wikidata.org/entity/statement/Q64504223-5c89a8d3-4bde-7e31-20b3-87f322a979aa				uri	http://www.wikidata.org/entity/Q64504223	en	literal	Hokkaido Electric Power Network, Inc.	ja	literal	ほくでんネットワーク			
798	uri	http://www.wikidata.org/entity/statement/Q12016624-c063a6b4-4663-11c7-39c3-9b35fe5041e0				uri	http://www.wikidata.org/entity/Q12016624	en	literal	Fakultní nemocnice u sv. Anny v Brně	cs	literal	FNUSA			
799	uri	http://www.wikidata.org/entity/statement/Q12016624-c063a6b4-4663-11c7-39c3-9b35fe5041e0				uri	http://www.wikidata.org/entity/Q12016624	en	literal	Fakultní nemocnice u sv. Anny v Brně	cs	literal	FNUSA			
800	uri	http://www.wikidata.org/entity/statement/Q11288687-a39944b0-4a6f-54d4-9713-d4a049ce88c9				uri	http://www.wikidata.org/entity/Q11288687	en	literal	Welcia Yakkyoku	ja	literal	ウエルシア			
801	uri	http://www.wikidata.org/entity/statement/Q11288687-18fd0887-48b4-1b4e-c8a2-c898eea6e9f1				uri	http://www.wikidata.org/entity/Q11288687	en	literal	Welcia Yakkyoku	en	literal	Welcia			
802	uri	http://www.wikidata.org/entity/statement/Q7039614-2de7c205-4dad-3b87-bb65-15d2d1d92c2e				uri	http://www.wikidata.org/entity/Q7039614	en	literal	Nippon Chemi-Con	en	literal	CHEMI-CON			
803	uri	http://www.wikidata.org/entity/statement/Q585666-e66c1c9e-4ea0-dbea-c995-82bb9f06eb13				uri	http://www.wikidata.org/entity/Q585666	en	literal	NGK	en	literal	NGK			
804	uri	http://www.wikidata.org/entity/statement/Q585666-e66c1c9e-4ea0-dbea-c995-82bb9f06eb13				uri	http://www.wikidata.org/entity/Q585666	en	literal	NGK	en	literal	NGK			
805	uri	http://www.wikidata.org/entity/statement/Q11331484-7a22ba66-4338-6562-94f5-3a77d721d7fe				uri	http://www.wikidata.org/entity/Q11331484	en	literal	Pitat House Network	ja	literal	ピタットハウス			
806	uri	http://www.wikidata.org/entity/statement/Q16641937-f96345a7-44bb-f4d9-979c-99769d039e86				uri	http://www.wikidata.org/entity/Q16641937	en	literal	Tower Records Japan Inc.	ja	literal	タワレコ			
807	uri	http://www.wikidata.org/entity/statement/Q3265728-85bc15ed-4aba-b063-9b23-6a99be5506f6				uri	http://www.wikidata.org/entity/Q3265728	en	literal	Tower Records	ja	literal	タワレコ			
808	uri	http://www.wikidata.org/entity/statement/Q648280-34c4d822-4fe4-3740-15b9-85b351292145				uri	http://www.wikidata.org/entity/Q648280	en	literal	Mitsubishi Heavy Industries	ja	literal	三菱重工			
809	uri	http://www.wikidata.org/entity/statement/Q648280-34c4d822-4fe4-3740-15b9-85b351292145				uri	http://www.wikidata.org/entity/Q648280	en	literal	Mitsubishi Heavy Industries	ja	literal	三菱重工			
810	uri	http://www.wikidata.org/entity/statement/Q11288687-BDC5628E-56E7-4D6D-BC82-DBC9C5175FBE				uri	http://www.wikidata.org/entity/Q11288687	en	literal	Welcia Yakkyoku	ja	literal	ウェルシア			
811	uri	http://www.wikidata.org/entity/statement/Q679910-cfe579d4-49f5-a914-dae4-a6fbd8dee6c1				uri	http://www.wikidata.org/entity/Q679910	en	literal	Empresa de los Ferrocarriles del Estado	es	literal	EFE			
812	uri	http://www.wikidata.org/entity/statement/Q117745514-12cc5535-47e3-d340-8917-2806c8bef066				uri	http://www.wikidata.org/entity/Q117745514	en	literal	Bocholter Energie- und Wasserversorgung	de	literal	BEW			
813	uri	http://www.wikidata.org/entity/statement/Q11422650-4bc357c0-4cf9-f53d-15f6-e7ff66ae3974				uri	http://www.wikidata.org/entity/Q11422650	en	literal	Kokusai Denshin Denwa Co. Ltd.	ja	literal	国際電電			
814	uri	http://www.wikidata.org/entity/statement/Q11422650-f2c1cf15-4536-477d-b9c0-1d16eb15e434				uri	http://www.wikidata.org/entity/Q11422650	en	literal	Kokusai Denshin Denwa Co. Ltd.	en	literal	KDD			
815	uri	http://www.wikidata.org/entity/statement/Q11507730-e9e7b86b-482f-12cc-8c93-1f83972cec4d				uri	http://www.wikidata.org/entity/Q11507730	en	literal	International Telecom Japan	en	literal	ITJ			
816	uri	http://www.wikidata.org/entity/statement/Q109359338-63a92275-46d6-1d21-0fd3-47bcb07c64d6				uri	http://www.wikidata.org/entity/Q109359338	en	literal	Z Intermediate Holdings K.K.	ja	literal	Z中間			
817	uri	http://www.wikidata.org/entity/statement/Q4346640-9ecd17ed-477b-2605-9603-1c381b67bc06				uri	http://www.wikidata.org/entity/Q4346640	en	literal	Asia Pulp & Paper	en	literal	APP			
818	uri	http://www.wikidata.org/entity/statement/Q38907969-d555d3c1-410d-dbfe-071f-f5eb474ec803				uri	http://www.wikidata.org/entity/Q38907969	en	literal	Swiss AviationSoftware	mul	literal	SAS			
819	uri	http://www.wikidata.org/entity/statement/Q17164235-f04a973d-402b-18d2-28c2-94f73d2b6f89				uri	http://www.wikidata.org/entity/Q17164235	en	literal	Highwealth Construction	zh-hant	literal	興富發			
820	uri	http://www.wikidata.org/entity/statement/Q20107017-4436a8ca-451e-de39-ec84-48fb1986a7dd				uri	http://www.wikidata.org/entity/Q20107017	en	literal	Lead Molecular Design	ca	literal	LMD			
821	uri	http://www.wikidata.org/entity/statement/Q118313531-0058d12e-4839-bb6f-af35-9fe8f1553647				uri	http://www.wikidata.org/entity/Q118313531	en	literal	Exist.ua	en	literal	Exist			
822	uri	http://www.wikidata.org/entity/statement/Q118318987-aad4e31c-4189-9910-e973-f9c70a38bf38				uri	http://www.wikidata.org/entity/Q118318987	en	literal	2407.pl	en	literal	2407			
823	uri	http://www.wikidata.org/entity/statement/Q17146520-13f37641-4164-7ef3-d5ae-3aa710227e4e				uri	http://www.wikidata.org/entity/Q17146520	en	literal	Natural Grocers	en	literal	NGVC			
824	uri	http://www.wikidata.org/entity/statement/Q1065819-b2be8dc2-4c74-3c86-81b6-d6105fbfa618				uri	http://www.wikidata.org/entity/Q1065819	en	literal	Mister Donut	ja	literal	ミスド			
825	uri	http://www.wikidata.org/entity/statement/Q429282-426c9047-4a61-467d-3d0e-d7030b0e4d39				uri	http://www.wikidata.org/entity/Q429282	en	literal	Novocherkassk Electric Locomotive Plant	ru	literal	НЭВЗ			
826	uri	http://www.wikidata.org/entity/statement/Q429282-426c9047-4a61-467d-3d0e-d7030b0e4d39				uri	http://www.wikidata.org/entity/Q429282	en	literal	Novocherkassk Electric Locomotive Plant	ru	literal	НЭВЗ			
827	uri	http://www.wikidata.org/entity/statement/Q429282-4b9b5b9e-4e2d-8677-e81c-7174a66f13cd				uri	http://www.wikidata.org/entity/Q429282	en	literal	Novocherkassk Electric Locomotive Plant	en	literal	NEVZ			
828	uri	http://www.wikidata.org/entity/statement/Q429282-4b9b5b9e-4e2d-8677-e81c-7174a66f13cd				uri	http://www.wikidata.org/entity/Q429282	en	literal	Novocherkassk Electric Locomotive Plant	en	literal	NEVZ			
829	uri	http://www.wikidata.org/entity/statement/Q118512928-069b1c00-41d9-ce11-a5b3-32f79f0ba80a				uri	http://www.wikidata.org/entity/Q118512928	en	literal	Autolinea Mendrisiense	it	literal	AMSA			
830	uri	http://www.wikidata.org/entity/statement/Q1752646-827125c3-45f3-60f2-1743-fb6cfa4205bd				uri	http://www.wikidata.org/entity/Q1752646	en	literal	Prague Stock Exchange	cs	literal	BCPP			
831	uri	http://www.wikidata.org/entity/statement/Q1752646-827125c3-45f3-60f2-1743-fb6cfa4205bd				uri	http://www.wikidata.org/entity/Q1752646	en	literal	Prague Stock Exchange	cs	literal	BCPP			
832	uri	http://www.wikidata.org/entity/statement/Q118573901-e2c13eec-4cd2-670e-b00a-d98dffe67f98				uri	http://www.wikidata.org/entity/Q118573901		literal	Q118573901	en	literal	JCIA			
833	uri	http://www.wikidata.org/entity/statement/Q1960109-8e7b68ec-4346-3522-ade3-4c5db2ba4dbb				uri	http://www.wikidata.org/entity/Q1960109	en	literal	MaxValu Tokai	ja	literal	MV東海			
834	uri	http://www.wikidata.org/entity/statement/Q3050658-5f25126d-416d-abbf-146c-f31b93c93c3d				uri	http://www.wikidata.org/entity/Q3050658	en	literal	Elektroprivreda Republike Srpske	sr	literal	ЕРС			
835	uri	http://www.wikidata.org/entity/statement/Q9089536-28182e26-4293-d189-fa85-a35a7a2be760				uri	http://www.wikidata.org/entity/Q9089536	en	literal	Transportes Ferroviarios de Madrid	mul	literal	TFM			
836	uri	http://www.wikidata.org/entity/statement/Q118629434-162dc525-4005-3b60-e8e6-3be6c53f7345				uri	http://www.wikidata.org/entity/Q118629434	en	literal	Clinic Wise	en	literal	Clinic Wise			
837	uri	http://www.wikidata.org/entity/statement/Q118911934-b675607d-436c-8117-646c-af379542ff5f				uri	http://www.wikidata.org/entity/Q118911934	en	literal	Asociace pro porodní domy a centra	cs	literal	APODAC			
838	uri	http://www.wikidata.org/entity/statement/Q113129525-e2e47ace-4d0e-be22-8122-636499f47432				uri	http://www.wikidata.org/entity/Q113129525	en	literal	Staatsbetrieb Sachsenforst	de	literal	Sachsenforst			
839	uri	http://www.wikidata.org/entity/statement/Q113129525-70e6e9da-4523-5ccf-3ac7-b97f3a618348				uri	http://www.wikidata.org/entity/Q113129525	en	literal	Staatsbetrieb Sachsenforst	de	literal	SBS			
840	uri	http://www.wikidata.org/entity/statement/Q109391386-dc8873ff-4e41-4cc3-a7a0-ad8cc7662e3f				uri	http://www.wikidata.org/entity/Q109391386	en	literal	Bitpanda	en	literal	Bitpanda			
841	uri	http://www.wikidata.org/entity/statement/Q109391386-907078a1-411e-d44d-b34d-a77cbb75c8db				uri	http://www.wikidata.org/entity/Q109391386	en	literal	Bitpanda	de	literal	Bitpanda			
842	uri	http://www.wikidata.org/entity/statement/Q734663-d0790db6-4c13-42ea-3323-d05efc6c20dd				uri	http://www.wikidata.org/entity/Q734663	en	literal	TV Tokyo	ja	literal	テレ東			
843	uri	http://www.wikidata.org/entity/statement/Q843702-93810592-41a3-b723-d41f-9c7532f78680				uri	http://www.wikidata.org/entity/Q843702	en	literal	Hokkaido Broadcasting	ja	literal	HBC			
844	uri	http://www.wikidata.org/entity/statement/Q3082651-4303e359-40c5-343c-5b3a-b7f83715a058				uri	http://www.wikidata.org/entity/Q3082651	en	literal	Kumamoto Kenmin Televisions	en	literal	kkt!			
845	uri	http://www.wikidata.org/entity/statement/Q8014010-ad908e24-464c-0442-e81f-787a8bad0940				uri	http://www.wikidata.org/entity/Q8014010	en	literal	Fukushima Television Broadcasting	ja	literal	福テレ			
846	uri	http://www.wikidata.org/entity/statement/Q8014010-f8a1a227-48c0-af39-a425-3ebb524e5784				uri	http://www.wikidata.org/entity/Q8014010	en	literal	Fukushima Television Broadcasting	en	literal	FTV			
847	uri	http://www.wikidata.org/entity/statement/Q843311-d0f7f5b5-4cbb-f2bb-2595-e9e11de831f4				uri	http://www.wikidata.org/entity/Q843311	en	literal	Fukushima Central Television	ja	literal	中テレ			
848	uri	http://www.wikidata.org/entity/statement/Q843311-a248d035-436b-5814-df78-35dc32bb2b89				uri	http://www.wikidata.org/entity/Q843311	en	literal	Fukushima Central Television	en	literal	FCT			
849	uri	http://www.wikidata.org/entity/statement/Q593799-6a5ece31-4862-c04f-0b1c-5ac86ad1e707				uri	http://www.wikidata.org/entity/Q593799	en	literal	Hiroshima Telecasting	ja	literal	広テレ			
850	uri	http://www.wikidata.org/entity/statement/Q593799-796f2a90-49d3-3a81-b52d-79db749aa60d				uri	http://www.wikidata.org/entity/Q593799	en	literal	Hiroshima Telecasting	en	literal	HTV			
851	uri	http://www.wikidata.org/entity/statement/Q843332-7103b86b-4c1f-3c4f-809c-529c7703e25e				uri	http://www.wikidata.org/entity/Q843332	en	literal	Hiroshima Home Television	en	literal	HOME			
852	uri	http://www.wikidata.org/entity/statement/Q843332-c0deb635-4762-09f4-4f98-fbb9040d2487				uri	http://www.wikidata.org/entity/Q843332	en	literal	Hiroshima Home Television	ja	literal	ホームテレビ			
853	uri	http://www.wikidata.org/entity/statement/Q843332-12d7898e-4143-eb13-bbc4-b56a2bb120d2				uri	http://www.wikidata.org/entity/Q843332	en	literal	Hiroshima Home Television	en	literal	UHT			
854	uri	http://www.wikidata.org/entity/statement/Q843320-6c2be36c-4b83-0099-f827-88767537c389				uri	http://www.wikidata.org/entity/Q843320	en	literal	Shizuoka Daiichi Television	en	literal	SDT			
855	uri	http://www.wikidata.org/entity/statement/Q843320-532c38b2-40f7-067b-87db-ef23de6bd8db				uri	http://www.wikidata.org/entity/Q843320	en	literal	Shizuoka Daiichi Television	ja	literal	第一テレビ			
856	uri	http://www.wikidata.org/entity/statement/Q8013907-e757646b-4c7d-3bbe-f031-b13c7b9073b6				uri	http://www.wikidata.org/entity/Q8013907	en	literal	Minaminihon Broadcasting	ja	literal	MBC			
857	uri	http://www.wikidata.org/entity/statement/Q3082660-b96fe2f0-497b-db76-a032-2d1b1320e4f2				uri	http://www.wikidata.org/entity/Q3082660	en	literal	Shikoku Broadcasting	en	literal	JRT			
858	uri	http://www.wikidata.org/entity/statement/Q843613-6be1adf5-4f31-16bb-ae7c-d7158410cbec				uri	http://www.wikidata.org/entity/Q843613	en	literal	Television Nishinippon Corporation	en	literal	TNC			
859	uri	http://www.wikidata.org/entity/statement/Q843613-fb7b657b-4626-4565-d798-1833d6435f21				uri	http://www.wikidata.org/entity/Q843613	en	literal	Television Nishinippon Corporation	ja	literal	テレ西			
860	uri	http://www.wikidata.org/entity/statement/Q908089-de9d88a1-4b0b-6756-b2d2-d52000b604fc				uri	http://www.wikidata.org/entity/Q908089	en	literal	TVQ Kyushu Broadcasting	en	literal	TVQ			
861	uri	http://www.wikidata.org/entity/statement/Q908089-46da2997-4631-e3a0-dc4d-9c273920f14d				uri	http://www.wikidata.org/entity/Q908089	en	literal	TVQ Kyushu Broadcasting	ja	literal	テレQ			
862	uri	http://www.wikidata.org/entity/statement/Q843723-d16bd443-4c96-87fa-cd1a-ff126246a98d				uri	http://www.wikidata.org/entity/Q843723	en	literal	Tohoku Broadcasting Company	en	literal	TBC			
863	uri	http://www.wikidata.org/entity/statement/Q3488541-21f96b13-4716-5fc1-f058-0933441cd5b4				uri	http://www.wikidata.org/entity/Q3488541	en	literal	Société Nationale Industrielle et Minière	fr	literal	SNIM			
864	uri	http://www.wikidata.org/entity/statement/Q734663-8c6a09c1-4688-7a1a-eb4b-4ea2ff5fb060				uri	http://www.wikidata.org/entity/Q734663	en	literal	TV Tokyo	en	literal	TX			
865	uri	http://www.wikidata.org/entity/statement/Q1143147-2b152486-4c90-8c42-426c-c95aec17f0e2				uri	http://www.wikidata.org/entity/Q1143147	en	literal	Kansai Telecasting Corporation	ja	literal	カンテレ			
866	uri	http://www.wikidata.org/entity/statement/Q1142348-882c559b-4c5b-fcd2-d262-23016540f98e				uri	http://www.wikidata.org/entity/Q1142348	en	literal	Yomiuri Telecasting Corporation	en	literal	ytv			
867	uri	http://www.wikidata.org/entity/statement/Q734663-d6acbbcf-4bb5-9d75-98ba-e9c81a71e703				uri	http://www.wikidata.org/entity/Q734663	en	literal	TV Tokyo	en	literal	12ch	http://www.w3.org/2001/XMLSchema#dateTime	literal	1981-09-30T00:00:00Z
868	uri	http://www.wikidata.org/entity/statement/Q843430-76a034cb-4f85-4956-f9a8-2a7854ffb2e0				uri	http://www.wikidata.org/entity/Q843430	en	literal	Television Iwate	en	literal	TVI			
869	uri	http://www.wikidata.org/entity/statement/Q119962339-828512a6-489b-cbf7-d924-2989adbd8557				uri	http://www.wikidata.org/entity/Q119962339	en	literal	Omnicore Healthcare Marketing	en	literal	Omnicore			
870	uri	http://www.wikidata.org/entity/statement/Q843738-e371e90a-4ef4-815e-4edb-4cb5243b6284				uri	http://www.wikidata.org/entity/Q843738	en	literal	Nihonkai Telecasting	en	literal	NKT			
871	uri	http://www.wikidata.org/entity/statement/Q1699037-F13F88DB-B575-4D7C-81B3-22345836D65D				uri	http://www.wikidata.org/entity/Q1699037	en	literal	M-net	en	literal	M-net			
872	uri	http://www.wikidata.org/entity/statement/Q1202384-13BCE8AD-A0C7-4AC5-9B17-C53A3142C239				uri	http://www.wikidata.org/entity/Q1202384	en	literal	Deutsche Energie-Agentur	en	literal	dena			
873	uri	http://www.wikidata.org/entity/statement/Q2585810-6D727453-5703-4EC2-81E0-EFECC1B3433C				uri	http://www.wikidata.org/entity/Q2585810	en	literal	Wirtschafts- und Infrastrukturbank Hessen	en	literal	WIBank			
874	uri	http://www.wikidata.org/entity/statement/Q77077964-353C365D-15AD-4396-B9DA-DF9D94C5E767				uri	http://www.wikidata.org/entity/Q77077964	en	literal	hySOLUTIONS GmbH	en	literal	hySOLUTIONS			
875	uri	http://www.wikidata.org/entity/statement/Q1786025-31655293-6E3C-4E33-8D05-29671B7F9607				uri	http://www.wikidata.org/entity/Q1786025	en	literal	Nagel-Group	en	literal	Nagel-Group			
876	uri	http://www.wikidata.org/entity/statement/Q2430478-1C9441E3-20D0-4A7D-954B-BB414677499A				uri	http://www.wikidata.org/entity/Q2430478	en	literal	Thyssenkrupp Steel Europe	en	literal	tk SE			
877	uri	http://www.wikidata.org/entity/statement/Q439859-C1712B3D-B042-4A01-893C-82BA5D21B004				uri	http://www.wikidata.org/entity/Q439859	en	literal	Heel	en	literal	Heel			
878	uri	http://www.wikidata.org/entity/statement/Q524424-6D0C0FE7-D6BE-41E7-BE7E-75417C471D3F				uri	http://www.wikidata.org/entity/Q524424	en	literal	DZ Bank	en	literal	DZ BANK			
879	uri	http://www.wikidata.org/entity/statement/Q571907-63C6FF30-2D7A-4269-9B3A-0867E26F4255				uri	http://www.wikidata.org/entity/Q571907	en	literal	Rohde & Schwarz	en	literal	R&S			
880	uri	http://www.wikidata.org/entity/statement/Q18028215-43455464-DF36-418D-8D64-A4D140049EE3				uri	http://www.wikidata.org/entity/Q18028215	en	literal	Stromnetz Hamburg	en	literal	SNH			
881	uri	http://www.wikidata.org/entity/statement/Q30261262-31357C11-ABC7-41EF-8D9C-602F42296F64				uri	http://www.wikidata.org/entity/Q30261262	en	literal	Climate Risk Analysis (Germany)	en	literal	CRA			
882	uri	http://www.wikidata.org/entity/statement/Q1881126-3A1E2E00-7662-4AD9-9573-D29943A645FC				uri	http://www.wikidata.org/entity/Q1881126	en	literal	MAN Energy Solutions	en	literal	MAN ES			
883	uri	http://www.wikidata.org/entity/statement/Q1881126-3A1E2E00-7662-4AD9-9573-D29943A645FC				uri	http://www.wikidata.org/entity/Q1881126	en	literal	MAN Energy Solutions	en	literal	MAN ES			
884	uri	http://www.wikidata.org/entity/statement/Q2328532-E923A0E0-CBAA-465E-8081-86D78D642CE0				uri	http://www.wikidata.org/entity/Q2328532	en	literal	Stadtwerke Karlsruhe	en	literal	SWKA			
885	uri	http://www.wikidata.org/entity/statement/Q83808105-C94DB979-0193-4242-A76F-702436F8F60E				uri	http://www.wikidata.org/entity/Q83808105		literal	Q83808105	en	literal	REGUPOL			
886	uri	http://www.wikidata.org/entity/statement/Q1674817-A1C27430-DAEC-46E5-821D-2A9005D01DBD				uri	http://www.wikidata.org/entity/Q1674817	en	literal	ista International GmbH	en	literal	ista			
887	uri	http://www.wikidata.org/entity/statement/Q536228-9DC8CC99-89E9-4094-8EB3-762201762414				uri	http://www.wikidata.org/entity/Q536228	en	literal	Jungheinrich Aktiengesellschaft	en	literal	Jungheinrich			
888	uri	http://www.wikidata.org/entity/statement/Q472451-AC23CA9C-A12A-4186-B1E8-473232BEF152				uri	http://www.wikidata.org/entity/Q472451	en	literal	Siemens Healthineers	en	literal	SHS			
889	uri	http://www.wikidata.org/entity/statement/Q80948913-752C52BF-B0FE-4B55-B713-7572C1F10AE5				uri	http://www.wikidata.org/entity/Q80948913	en	literal	Clarios Germany GmbH & Co. KG	en	literal	Clarios EMEA			
890	uri	http://www.wikidata.org/entity/statement/Q27486104-5803E6E8-D32A-424A-838C-B669BB948BAA				uri	http://www.wikidata.org/entity/Q27486104	en	literal	Lausitz Energie Kraftwerke	en	literal	LE-K			
891	uri	http://www.wikidata.org/entity/statement/Q658173-C7212B97-6D1C-41B2-ABC8-960D118C6FFE				uri	http://www.wikidata.org/entity/Q658173	en	literal	K+S	en	literal	K+S AG			
892	uri	http://www.wikidata.org/entity/statement/Q312517-F1383035-6161-4595-BB9B-91034A7A444E				uri	http://www.wikidata.org/entity/Q312517	en	literal	Condor Flugdienst	en	literal	Condor			
893	uri	http://www.wikidata.org/entity/statement/Q1156210-84735B66-D5E6-4567-B7BC-F71B14BCA78B				uri	http://www.wikidata.org/entity/Q1156210	en	literal	DWS Group	en	literal	DWS			
894	uri	http://www.wikidata.org/entity/statement/Q646220-3826BE20-2022-4A24-988A-96DD92FDE5FB				uri	http://www.wikidata.org/entity/Q646220	en	literal	KNDS Deutschland	en	literal	KMW			
895	uri	http://www.wikidata.org/entity/statement/Q1727709-15C1C8FF-3C7E-4B1E-A20C-4FF63C1CD2E7				uri	http://www.wikidata.org/entity/Q1727709	en	literal	Thüga	en	literal	Thüga AG			
896	uri	http://www.wikidata.org/entity/statement/Q42717773-55BFC020-26DF-4505-BA95-3A3732B939BB				uri	http://www.wikidata.org/entity/Q42717773	en	literal	Ionity	en	literal	IONITY			
